fs.costing.land_cost_percent_FCI,fs.costing.working_capital_percent_FCI,fs.costing.salaries_percent_FCI,fs.costing.benefit_percent_of_salary,fs.costing.maintenance_costs_percent_FCI,fs.costing.laboratory_fees_percent_FCI,fs.costing.insurance_and_taxes_percent_FCI,fs.costing.utilization_factor,fs.costing.electricity_cost,fs.costing.electrical_carbon_intensity,fs.costing.plant_lifetime,fs.costing.wacc,fs.costing.capital_recovery_factor,fs.costing.TPEC,fs.costing.TIC,fs.costing.heat_cost,fs.costing.acetic_acid_cost,fs.costing.activated_carbon_cost,fs.costing.alum_cost,fs.costing.anhydrous_ammonia_cost,fs.costing.ammonia_cost,fs.costing.anthracite_cost,fs.costing.anti-scalant_cost,fs.costing.polymer_cost,fs.costing.cationic_polymer_cost,fs.costing.caustic_soda_cost,fs.costing.chlorine_cost,fs.costing.ferric_chloride_cost,fs.costing.hydrochloric_acid_cost,fs.costing.hydrogen_peroxide_cost,fs.costing.ion_exchange_resin_cost,fs.costing.lime_cost,fs.costing.phosphoric_acid_cost,fs.costing.sand_cost,fs.costing.sodium_bisulfite_cost,fs.costing.sodium_chloride_cost,fs.costing.sulfuric_acid_cost,fs.costing.catalyst_ATHTL_cost,fs.costing.magnesium_chloride_cost,fs.costing.catalyst_HTG_cost,fs.costing.hydrogen_product_cost,fs.costing.filtration_media_cost,fs.costing.filtration_media_disposal_cost,fs.costing.disinfection_solution_cost,fs.costing.struvite_product_cost,fs.costing.struvite_cost,fs.costing.aggregate_capital_cost,fs.costing.aggregate_fixed_operating_cost,fs.costing.aggregate_variable_operating_cost,fs.costing.aggregate_flow_electricity,fs.costing.aggregate_flow_polymer,fs.costing.aggregate_flow_costs[electricity],fs.costing.aggregate_flow_costs[polymer],fs.costing.total_capital_cost,fs.costing.total_operating_cost,fs.costing.centrifuge.HRT[default],fs.costing.centrifuge.sizing_cost[default],fs.unit.properties_in[0.0].flow_mass_comp[H2O],fs.unit.properties_in[0.0].flow_mass_comp[tds],fs.unit.properties_treated[0.0].flow_mass_comp[H2O],fs.unit.properties_treated[0.0].flow_mass_comp[tds],fs.unit.properties_byproduct[0.0].flow_mass_comp[H2O],fs.unit.properties_byproduct[0.0].flow_mass_comp[tds],fs.unit.recovery_frac_mass_H2O[0.0],"fs.unit.removal_frac_mass_comp[0.0,tds]",fs.unit.electricity[0.0],fs.unit.energy_electric_flow_vol_inlet,fs.unit.polymer_dose[0.0],fs.unit.polymer_demand[0.0],fs.unit.costing.capital_cost,fs.costing.total_investment_factor,fs.costing.maintenance_labor_chemical_factor,fs.costing.aggregate_direct_capital_cost,fs.costing.maintenance_labor_chemical_operating_cost,fs.costing.total_fixed_operating_cost,fs.costing.total_variable_operating_cost,fs.costing.total_annualized_cost,fs.costing.land_cost,fs.costing.working_capital,fs.costing.salary_cost,fs.costing.benefits_cost,fs.costing.maintenance_cost,fs.costing.laboratory_cost,fs.costing.insurance_and_taxes_cost,fs.costing.LCOW,fs.costing.LCOW_component_direct_capex['fs.unit'],fs.costing.LCOW_component_indirect_capex['fs.unit'],fs.costing.LCOW_component_fixed_opex['fs.unit'],fs.costing.LCOW_component_variable_opex['fs.unit'],fs.costing.LCOW_aggregate_direct_capex[CentrifugeZO],fs.costing.LCOW_aggregate_indirect_capex[CentrifugeZO],fs.costing.LCOW_aggregate_fixed_opex[CentrifugeZO],fs.costing.LCOW_aggregate_variable_opex[CentrifugeZO],fs.costing.LCOW_aggregate_variable_opex[electricity],fs.costing.LCOW_aggregate_variable_opex[polymer],fs.costing.SEC,fs.costing.SEC_component['fs.unit'],fs.unit.costing.cost_factor,fs.unit.costing.direct_capital_cost,flow_mgd,subtype,unit_class,unit
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,1461.5173715989563,0.0,0.0,0.0,636.7055216787252,0.0,6199401.627979081,1536.7855162363026,6199423.404587918,0.5,1.0,367.6610403634258,0.036766104036342576,367.6610403634258,0.033089493637070005,4.379187187987751e-11,0.003676610408011284,1.0,0.1,5.218206110168137e-15,0.0,481.0,636.7055216790574,1461.517371599719,1.0515,0.0149,885.7681039998297,21.776608836824447,21.776608836824447,6199401.627979081,6199523.374691159,2.1922760573984346,73.07586857994782,1.4615173715989562,1.3153656344390607,11.69213897279165,4.384552114796869,2.9230347431979125,0.5342730841657133,4.965716406446918e-06,3.649677415828322e-06,1.8767016853946772e-06,0.5342625920704844,4.965716406446918e-06,3.649677415828322e-06,1.8767016853946772e-06,0.5342625920704844,0.0,0.5342625920702057,0.0,3.942100474284974e-18,1.65,885.7681039998297,8.391666666666666,default,CentrifugeZO,centrifuge
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,1605.9274793190118,0.0,0.0,4.688678202857039e-38,699.6173383689268,3.2119696887457165e-35,6811954.221806209,1688.632744503941,6811978.150125651,0.5,1.0,403.9890180358795,0.040398901803587954,403.9890180358795,0.03635901162802181,4.8118874031452205e-11,0.004039890185168308,1.0,0.1,5.218206110531992e-15,0.0,481.0,699.6173383692918,1605.92747931985,1.0515,0.0149,973.2893814059697,23.928319441853276,23.928319441853276,6811954.221806209,6812087.998109004,2.4088912189785177,80.2963739659506,1.605927479319012,1.4453347313871108,12.847419834552095,4.817782437957035,3.211854958638024,0.5342730841657132,4.965716406446917e-06,3.6496774158283227e-06,1.8767016853946767e-06,0.5342625920704843,4.965716406446917e-06,3.6496774158283227e-06,1.8767016853946767e-06,0.5342625920704843,2.519152647953653e-42,0.5342625920702055,3.223553922821454e-41,3.58761425926956e-18,1.65,973.2893814059697,9.220833333333333,default,CentrifugeZO,centrifuge
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,1750.3375870390673,0.0,0.0,0.0,762.5291550591284,0.0,7424506.815633336,1840.4799727715795,7424532.8956633825,0.5,1.0,440.3169957083331,0.04403169957083332,440.3169957083331,0.03962852961897361,5.244587626021811e-11,0.004403169962325332,1.0,0.1,5.218206110531992e-15,0.0,481.0,762.5291550595263,1750.3375870399807,1.0515,0.0149,1060.8106588121095,26.080030046882104,26.080030046882104,7424506.815633336,7424652.621526848,2.625506380558601,87.51687935195338,1.7503375870390674,1.5753038283351608,14.002700696312539,5.251012761117202,3.5006751740781348,0.5342730841657132,4.965716406446917e-06,3.6496774158283236e-06,1.8767016853946767e-06,0.5342625920704843,4.965716406446917e-06,3.6496774158283236e-06,1.8767016853946767e-06,0.5342625920704843,0.0,0.5342625920702055,0.0,3.2916212088571874e-18,1.65,1060.8106588121095,10.049999999999999,default,CentrifugeZO,centrifuge
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,1894.7476947591233,0.0,0.0,0.0,825.4409717493301,0.0,8037059.4094604645,1992.3272010392184,8037087.641201116,0.5,1.0,476.6449733807868,0.04766449733807868,476.6449733807867,0.042898047609925404,5.677287849348354e-11,0.0047664497394823546,1.0,0.1,5.218206110531992e-15,0.0,481.0,825.4409717497608,1894.747694760112,1.0515,0.0149,1148.3319362182497,28.231740651910936,28.231740651910936,8037059.4094604645,8037217.2449446935,2.842121542138685,94.73738473795618,1.8947476947591233,1.705272925283211,15.157981558072986,5.68424308427737,3.7894953895182466,0.5342730841657132,4.965716406446917e-06,3.6496774158283227e-06,1.8767016853946772e-06,0.5342625920704843,4.965716406446917e-06,3.6496774158283227e-06,1.8767016853946772e-06,0.5342625920704843,0.0,0.5342625920702055,0.0,3.040746976546739e-18,1.65,1148.3319362182497,10.879166666666665,default,CentrifugeZO,centrifuge
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,2039.1578024802432,0.0,0.0,0.0,888.3527884399954,0.0,8649612.003292108,2144.174429307976,8649642.386743365,0.5,1.0,512.9729510532405,0.05129729510532406,512.9729510532405,0.04616756559479166,7.603273067766108e-16,0.005129729510532411,1.0,0.1,3.769487556187322e-21,0.0,481.0,888.3527884399954,2039.1578024802432,1.0515,0.0149,1235.8532136243898,30.383451256955624,30.383451256955624,8649612.003292108,8649781.868367054,3.0587367037203648,101.95789012401217,2.039157802480243,1.835242022232219,16.313262419841944,6.1174734074407295,4.078315604960486,0.5342730841659921,4.965716406446917e-06,3.649677415828325e-06,1.8767016853946772e-06,0.5342625920704843,4.965716406446917e-06,3.649677415828325e-06,1.8767016853946772e-06,0.5342625920704843,0.0,0.5342625920704843,0.0,2.040994904411864e-24,1.65,1235.8532136243898,11.708333333333332,default,CentrifugeZO,centrifuge
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,2183.5679102003746,0.0,0.0,3.723966103401302e-37,951.2646051302302,2.5510932526877745e-34,9262164.597119557,2296.021657575694,9262197.132281417,0.5,1.0,549.3009287256942,0.05493009287256943,549.3009287256942,0.0494370835853125,8.141766257380522e-16,0.005493009287256948,1.0,0.1,3.769487890107003e-21,0.0,481.0,951.2646051302302,2183.5679102003746,1.0515,0.0149,1323.3744910305302,32.535161861985586,32.535161861985586,9262164.597119557,9262346.491785217,3.275351865300562,109.17839551001873,2.1835679102003747,1.9652111191803374,17.468543281602997,6.550703730601124,4.367135820400749,0.5342730841659918,4.965716406446917e-06,3.6496774158283227e-06,1.8767016853946772e-06,0.5342625920704843,4.965716406446917e-06,3.6496774158283227e-06,1.8767016853946772e-06,0.5342625920704843,1.4715282583278198e-41,0.5342625920704843,1.8829962621081683e-40,1.9060140210864332e-24,1.65,1323.3744910305302,12.5375,default,CentrifugeZO,centrifuge
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,2327.978017920505,0.0,0.0,0.0,1014.1764218204644,0.0,9874717.190947002,2447.868885843411,9874751.87781947,0.5,1.0,585.6289063981479,0.0585628906398148,585.6289063981479,0.05270660157583333,8.68017793643903e-16,0.005856289063981485,1.0,0.1,3.769487556187322e-21,0.0,481.0,1014.1764218204644,2327.978017920505,1.0515,0.0149,1410.8957684366696,34.686872467015526,34.686872467015526,9874717.190947002,9874911.115203382,3.4919670268807574,116.39890089602525,2.327978017920505,2.0951802161284547,18.62382414336404,6.983934053761515,4.65595603584101,0.534273084165992,4.965716406446916e-06,3.6496774158283227e-06,1.876701685394677e-06,0.5342625920704843,4.965716406446916e-06,3.6496774158283227e-06,1.876701685394677e-06,0.5342625920704843,0.0,0.5342625920704842,0.0,1.7877792024305915e-24,1.65,1410.8957684366696,13.366666666666665,default,CentrifugeZO,centrifuge
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,2472.388125640636,0.0,0.0,0.0,1077.088238510699,0.0,10487269.784774452,2599.716114111129,10487306.623357525,0.5,1.0,621.9568840706015,0.062195688407060155,621.9568840706015,0.05597611956635415,9.218648455485124e-16,0.006219568840706021,1.0,0.1,3.7694877230252815e-21,0.0,481.0,1077.088238510699,2472.388125640636,1.0515,0.0149,1498.4170458428098,36.83858307204548,36.83858307204548,10487269.784774452,10487475.73862155,3.708582188460954,123.61940628203182,2.472388125640636,2.2251493130765727,19.77910500512509,7.417164376921908,4.944776251281272,0.5342730841659922,4.965716406446917e-06,3.649677415828324e-06,1.8767016853946772e-06,0.5342625920704843,4.965716406446917e-06,3.649677415828324e-06,1.8767016853946772e-06,0.5342625920704843,0.0,0.5342625920704844,0.0,1.6833565997175726e-24,1.65,1498.4170458428098,14.195833333333331,default,CentrifugeZO,centrifuge
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,2616.7982333607674,0.0,0.0,1.2621774451907237e-29,1140.0000552009337,8.646513622074078e-27,11099822.378601901,2751.5633423788477,11099861.368895577,0.5,1.0,658.2848617430552,0.06582848617430553,658.2848617430552,0.059245637556874994,9.757150681834438e-16,0.006582848617430559,1.0,0.1,3.769487555928581e-21,0.0,481.0,1140.0000552009337,2616.7982333607674,1.0515,0.0149,1585.93832324895,38.990293677075435,38.990293677075435,11099822.378601901,11100040.362039713,3.925197350041151,130.83991166803838,2.6167982333607673,2.3551184100246907,20.93438586688614,7.850394700082302,5.233596466721535,0.534273084165992,4.965716406446917e-06,3.649677415828323e-06,1.876701685394677e-06,0.5342625920704843,4.965716406446917e-06,3.649677415828323e-06,1.876701685394677e-06,0.5342625920704843,4.161786218315962e-34,0.5342625920704843,5.3255028222760106e-33,1.590459146146331e-24,1.65,1585.93832324895,15.024999999999999,default,CentrifugeZO,centrifuge
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,2761.2083410808987,0.0,0.0,0.0,1202.9118718911684,0.0,11712374.97242935,2903.4105706465652,11712416.114433631,0.5,1.0,694.612839415509,0.0694612839415509,694.612839415509,0.06251515554739581,1.0295635421375498e-15,0.006946128394155097,1.0,0.1,3.769487556217841e-21,0.0,481.0,1202.9118718911684,2761.2083410808987,1.0515,0.0149,1673.4596006550903,41.14200428210539,41.14200428210539,11712374.97242935,11712604.985457879,4.141812511621348,138.06041705404493,2.7612083410808985,2.485087506972809,22.089666728647188,8.283625023242696,5.522416682161797,0.534273084165992,4.965716406446917e-06,3.6496774158283223e-06,1.8767016853946767e-06,0.5342625920704844,4.965716406446917e-06,3.6496774158283223e-06,1.8767016853946767e-06,0.5342625920704844,0.0,0.5342625920704843,0.0,1.5072787599063788e-24,1.65,1673.4596006550903,15.854166666666666,default,CentrifugeZO,centrifuge
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,2905.61844880103,0.0,0.0,0.0,1265.8236885814026,0.0,12324927.566256795,3055.2577989142833,12324970.859971682,0.5,1.0,730.9408170879626,0.07309408170879628,730.9408170879626,0.06578467353791667,1.0834093095187251e-15,0.007309408170879633,1.0,0.1,3.769487556217841e-21,0.0,481.0,1265.8236885814026,2905.61844880103,1.0515,0.0149,1760.9808780612304,43.293714887135344,43.293714887135344,12324927.566256795,12325169.608876042,4.358427673201545,145.2809224400515,2.90561844880103,2.615056603920927,23.24494759040824,8.71685534640309,5.81123689760206,0.534273084165992,4.965716406446918e-06,3.6496774158283244e-06,1.8767016853946772e-06,0.5342625920704843,4.965716406446918e-06,3.6496774158283244e-06,1.8767016853946772e-06,0.5342625920704843,0.0,0.5342625920704843,0.0,1.4323665538071358e-24,1.65,1760.9808780612304,16.683333333333334,default,CentrifugeZO,centrifuge
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,3050.028556521161,0.0,0.0,0.0,1328.7355052716375,0.0,12937480.160084246,3207.1050271820013,12937525.60550974,0.5,1.0,767.2687947604164,0.07672687947604165,767.2687947604164,0.0690541915284375,1.1372440108121337e-15,0.007672687947604171,1.0,0.1,3.769487556187322e-21,0.0,481.0,1328.7355052716375,3050.028556521161,1.0515,0.0149,1848.5021554673706,45.4454254921653,45.4454254921653,12937480.160084246,12937734.232294211,4.575042834781742,152.50142782605806,3.0500285565211613,2.745025700869045,24.40022845216929,9.150085669563484,6.100057113042323,0.5342730841659921,4.965716406446917e-06,3.649677415828323e-06,1.8767016853946767e-06,0.5342625920704843,4.965716406446917e-06,3.649677415828323e-06,1.8767016853946767e-06,0.5342625920704843,0.0,0.5342625920704843,0.0,1.364548104067889e-24,1.65,1848.5021554673706,17.5125,default,CentrifugeZO,centrifuge
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,3194.4386642412924,0.0,0.0,0.0,1391.6473219618722,0.0,13550032.753911696,3358.9522554497194,13550080.351047793,0.5,1.0,803.5967724328701,0.08035967724328703,803.5967724328701,0.07232370951895835,1.1910892542457797e-15,0.008035967724328711,1.0,0.1,3.769487556187322e-21,0.0,481.0,1391.6473219618722,3194.4386642412924,1.0515,0.0149,1936.0234328735107,47.59713609719525,47.59713609719525,13550032.753911696,13550298.855712377,4.791657996361939,159.72193321206464,3.1944386642412925,2.8749947978171635,25.55550931393034,9.583315992723877,6.388877328482585,0.534273084165992,4.965716406446917e-06,3.6496774158283223e-06,1.8767016853946767e-06,0.5342625920704843,4.965716406446917e-06,3.6496774158283223e-06,1.8767016853946767e-06,0.5342625920704843,0.0,0.5342625920704843,0.0,1.302861354247464e-24,1.65,1936.0234328735107,18.34166666666667,default,CentrifugeZO,centrifuge
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,3338.8487719614236,0.0,0.0,0.0,1454.5591386521066,0.0,14162585.347739143,3510.7994837174374,14162635.096585846,0.5,1.0,839.9247501053239,0.08399247501053239,839.9247501053239,0.07559322750947917,1.2449344976794259e-15,0.008399247501053244,1.0,0.1,3.769487556187322e-21,0.0,481.0,1454.5591386521066,3338.8487719614236,1.0515,0.0149,2023.5447102796509,49.748846702225215,49.748846702225215,14162585.347739143,14162863.47913054,5.008273157942136,166.9424385980712,3.3388487719614237,3.0049638947652815,26.71079017569139,10.016546315884272,6.677697543922847,0.534273084165992,4.965716406446918e-06,3.6496774158283236e-06,1.8767016853946772e-06,0.5342625920704843,4.965716406446918e-06,3.6496774158283236e-06,1.8767016853946772e-06,0.5342625920704843,0.0,0.5342625920704843,0.0,1.2465106892843592e-24,1.65,2023.5447102796509,19.170833333333334,default,CentrifugeZO,centrifuge
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,3483.2588796815544,0.0,0.0,0.0,1517.4709553423413,0.0,14775137.941566592,3662.646711985155,14775189.8421239,0.5,1.0,876.2527277777775,0.08762527277777776,876.2527277777776,0.0788627455,1.298779741113072e-15,0.008762527277777784,1.0,0.1,3.769487556187322e-21,0.0,481.0,1517.4709553423413,3483.2588796815544,1.0515,0.0149,2111.065987685791,51.90055730725516,51.90055730725516,14775137.941566592,14775428.102548705,5.224888319522332,174.16294398407774,3.4832588796815545,3.1349329917133995,27.866071037452436,10.449776639044664,6.966517759363109,0.534273084165992,4.965716406446916e-06,3.6496774158283227e-06,1.8767016853946767e-06,0.5342625920704843,4.965716406446916e-06,3.6496774158283227e-06,1.8767016853946767e-06,0.5342625920704843,0.0,0.5342625920704843,0.0,1.194832433624445e-24,1.65,2111.065987685791,20.0,default,CentrifugeZO,centrifuge
