fs.costing.land_cost_percent_FCI,fs.costing.working_capital_percent_FCI,fs.costing.salaries_percent_FCI,fs.costing.benefit_percent_of_salary,fs.costing.maintenance_costs_percent_FCI,fs.costing.laboratory_fees_percent_FCI,fs.costing.insurance_and_taxes_percent_FCI,fs.costing.utilization_factor,fs.costing.electricity_cost,fs.costing.electrical_carbon_intensity,fs.costing.plant_lifetime,fs.costing.wacc,fs.costing.capital_recovery_factor,fs.costing.TPEC,fs.costing.TIC,fs.costing.heat_cost,fs.costing.acetic_acid_cost,fs.costing.activated_carbon_cost,fs.costing.alum_cost,fs.costing.anhydrous_ammonia_cost,fs.costing.ammonia_cost,fs.costing.anthracite_cost,fs.costing.anti-scalant_cost,fs.costing.polymer_cost,fs.costing.cationic_polymer_cost,fs.costing.caustic_soda_cost,fs.costing.chlorine_cost,fs.costing.ferric_chloride_cost,fs.costing.hydrochloric_acid_cost,fs.costing.hydrogen_peroxide_cost,fs.costing.ion_exchange_resin_cost,fs.costing.lime_cost,fs.costing.phosphoric_acid_cost,fs.costing.sand_cost,fs.costing.sodium_bisulfite_cost,fs.costing.sodium_chloride_cost,fs.costing.sulfuric_acid_cost,fs.costing.catalyst_ATHTL_cost,fs.costing.magnesium_chloride_cost,fs.costing.catalyst_HTG_cost,fs.costing.hydrogen_product_cost,fs.costing.filtration_media_cost,fs.costing.filtration_media_disposal_cost,fs.costing.disinfection_solution_cost,fs.costing.struvite_product_cost,fs.costing.aggregate_capital_cost,fs.costing.aggregate_fixed_operating_cost,fs.costing.aggregate_variable_operating_cost,fs.costing.aggregate_flow_electricity,fs.costing.aggregate_flow_costs[electricity],fs.costing.total_capital_cost,fs.costing.total_operating_cost,fs.costing.backwash_solids_handling.capital_a_parameter[default],fs.costing.backwash_solids_handling.capital_b_parameter[default],fs.costing.backwash_solids_handling.reference_state[default],fs.unit.properties_in[0.0].flow_mass_comp[H2O],fs.unit.properties_in[0.0].flow_mass_comp[tds],fs.unit.properties_treated[0.0].flow_mass_comp[H2O],fs.unit.properties_treated[0.0].flow_mass_comp[tds],fs.unit.properties_byproduct[0.0].flow_mass_comp[H2O],fs.unit.properties_byproduct[0.0].flow_mass_comp[tds],fs.unit.recovery_frac_mass_H2O[0.0],"fs.unit.removal_frac_mass_comp[0.0,tds]",fs.unit.electricity[0.0],fs.unit.costing.capital_cost,fs.costing.total_investment_factor,fs.costing.maintenance_labor_chemical_factor,fs.costing.aggregate_direct_capital_cost,fs.costing.maintenance_labor_chemical_operating_cost,fs.costing.total_fixed_operating_cost,fs.costing.total_variable_operating_cost,fs.costing.total_annualized_cost,fs.costing.land_cost,fs.costing.working_capital,fs.costing.salary_cost,fs.costing.benefits_cost,fs.costing.maintenance_cost,fs.costing.laboratory_cost,fs.costing.insurance_and_taxes_cost,fs.costing.LCOW,fs.costing.LCOW_component_direct_capex['fs.unit'],fs.costing.LCOW_component_indirect_capex['fs.unit'],fs.costing.LCOW_component_fixed_opex['fs.unit'],fs.costing.LCOW_component_variable_opex['fs.unit'],fs.costing.LCOW_aggregate_direct_capex[BackwashSolidsHandlingZO],fs.costing.LCOW_aggregate_indirect_capex[BackwashSolidsHandlingZO],fs.costing.LCOW_aggregate_fixed_opex[BackwashSolidsHandlingZO],fs.costing.LCOW_aggregate_variable_opex[BackwashSolidsHandlingZO],fs.costing.LCOW_aggregate_variable_opex[electricity],fs.costing.SEC,fs.costing.SEC_component['fs.unit'],fs.unit.properties_in[0.0].flow_vol,fs.unit.costing.cost_factor,fs.unit.costing.direct_capital_cost,fs.unit.lift_height,fs.unit.eta_pump,fs.unit.eta_motor,flow_mgd,subtype,unit_class,unit
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,739014.5455055117,0.0,0.0,135.49180336826169,92818.30601291012,777073.7945990457,103829.62274094224,41812.0,0.9183,1.0,367.6610403634258,0.036766104036342576,349.27798834525447,0.033089493632708335,18.38305201817132,0.0036766104036342583,0.95,0.1,135.49180336826169,739014.5455055117,1.0515,0.0149,447887.60333667375,11011.316728032125,11011.316728032125,92818.30601291012,154379.38824288623,1108.5218182582676,36950.72727527559,739.0145455055117,665.1130909549606,5912.116364044094,2217.043636516535,1478.0290910110234,0.013304369852827888,0.0025109086792467496,0.0018454551065293801,0.0009489520070249446,0.007999054060026815,0.0025109086792467496,0.0018454551065293801,0.0009489520070249446,0.007999054060026815,0.007999054060026815,0.1023574559998629,0.1023574559998629,0.36769780646746214,1.65,447887.60333667375,100,0.9,0.9,8.391666666666666,default,BackwashSolidsHandlingZO,backwash_solids_handling
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,805808.0672758444,0.0,0.0,148.87952376065692,101989.52890097817,847307.1827405505,113996.06910338826,41812.0,0.9183,1.0,403.9890180358795,0.040398901803587954,383.7895671340856,0.03635901162322915,20.199450901793938,0.0040398901803587964,0.95,0.1,148.87952376065692,805808.0672758444,1.0515,0.0149,488368.5256217239,12006.540202410082,12006.540202410082,101989.52890097817,169114.61729448722,1208.7121009137666,40290.403363792226,805.8080672758445,725.22726054826,6446.464538206756,2417.424201827533,1611.616134551689,0.013263684818004629,0.002491653198321035,0.0018313028094360027,0.0009416747502207787,0.007999054060026814,0.002491653198321035,0.0018313028094360027,0.0009416747502207787,0.007999054060026814,0.007999054060026812,0.10235745599986287,0.10235745599986287,0.4040294169376831,1.65,488368.5256217239,100,0.9,0.9,9.220833333333333,default,BackwashSolidsHandlingZO,backwash_solids_handling
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,872111.9880454174,0.0,0.0,162.26724415305216,111160.75178904623,917025.7554297565,124155.22041092296,41812.0,0.9183,1.0,440.3169957083331,0.04403169957083332,418.30114592291636,0.03962852961374999,22.01584978541668,0.004403169957083332,0.95,0.1,162.26724415305216,872111.9880454174,1.0515,0.0149,528552.7200275257,12994.468621876718,12994.468621876718,111160.75178904623,183809.06180720334,1308.167982068126,43605.59940227087,872.1119880454173,784.9007892408757,6976.895904363339,2616.335964136252,1744.2239760908346,0.013226778322882054,0.00247418603094721,0.0018184648780954261,0.0009350733538126049,0.007999054060026814,0.00247418603094721,0.0018184648780954261,0.0009350733538126049,0.007999054060026814,0.007999054060026812,0.10235745599986287,0.10235745599986287,0.4403610274079039,1.65,528552.7200275257,100,0.9,0.9,10.049999999999999,default,BackwashSolidsHandlingZO,backwash_solids_handling
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,937969.95857332,0.0,0.0,175.65496454544746,120331.97467711434,986275.411439846,134307.7270598568,41812.0,0.9183,1.0,476.6449733807868,0.04766449733807868,452.8127247117474,0.04289804760427081,23.832248669039302,0.004766449733807884,0.95,0.1,175.65496454544746,937969.95857332,1.0515,0.0149,568466.6415595879,13975.752382742467,13975.752382742467,120331.97467711434,198466.357958409,1406.95493785998,46898.497928666,937.96995857332,844.172962715988,7503.75966858656,2813.90987571996,1875.93991714664,0.013193028126279704,0.002458212681784825,0.001806724865794802,0.000929036518673263,0.007999054060026814,0.002458212681784825,0.001806724865794802,0.000929036518673263,0.007999054060026814,0.007999054060026814,0.10235745599986287,0.10235745599986287,0.4766926378781249,1.65,568466.6415595879,100,0.9,0.9,10.879166666666665,default,BackwashSolidsHandlingZO,backwash_solids_handling
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,1003418.7039968973,0.0,0.0,189.04268493784272,129503.19756518242,1055094.7672527377,144454.1362547362,41812.0,0.9183,1.0,512.9729510532405,0.05129729510532406,487.32430350057854,0.04616756559479165,25.648647552661977,0.005129729510532407,0.95,0.1,189.04268493784272,1003418.7039968973,1.0515,0.0149,608132.5478769075,14950.93868955377,14950.93868955377,129503.19756518242,213089.5650102172,1505.1280559953461,50170.93519984487,1003.4187039968973,903.0768335972077,8027.349631975178,3010.2561119906923,2006.8374079937946,0.01316195261731972,0.0024435052132368612,0.0017959152440987624,0.0009234780999572811,0.007999054060026814,0.0024435052132368612,0.0017959152440987624,0.0009234780999572811,0.007999054060026814,0.007999054060026814,0.10235745599986287,0.10235745599986287,0.5130242483483458,1.65,608132.5478769075,100,0.9,0.9,11.708333333333332,default,BackwashSolidsHandlingZO,backwash_solids_handling
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,1068489.536508297,0.0,0.0,202.43040533023805,138674.42045325052,1123516.7476384747,154594.91454722418,41812.0,0.9183,1.0,549.3009287256942,0.05493009287256943,521.8358822894095,0.04943708358531248,27.465046436284663,0.005493009287256944,0.95,0.1,202.43040533023805,1068489.536508297,1.0515,0.0149,647569.4160656346,15920.494093973626,15920.494093973626,138674.42045325052,227681.2913178319,1602.7343047624456,53424.47682541486,1068.489536508297,961.6405828574675,8547.916292066377,3205.4686095248912,2136.979073016594,0.013133171580998384,0.0024298836765141987,0.0017859037551460235,0.0009183300893113455,0.007999054060026814,0.0024298836765141987,0.0017859037551460235,0.0009183300893113455,0.007999054060026814,0.007999054060026814,0.10235745599986289,0.10235745599986289,0.5493558588185669,1.65,647569.4160656346,100,0.9,0.9,12.5375,default,BackwashSolidsHandlingZO,backwash_solids_handling
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,1133209.4591017663,0.0,0.0,215.81812572263325,147845.64334131856,1191569.7462455074,164730.4642819349,41812.0,0.9183,1.0,585.6289063981479,0.0585628906398148,556.3474610782405,0.052706601575833324,29.281445319907352,0.005856289063981462,0.95,0.1,215.81812572263325,1133209.4591017663,1.0515,0.0149,686793.6115768282,16884.82094061632,16884.82094061632,147845.64334131856,242243.78627344614,1699.8141886526496,56660.47295508832,1133.2094591017665,1019.8885131915898,9065.675672814132,3399.628377305299,2266.418918203533,0.013106379723570389,0.0024172035816854664,0.0017765842024492753,0.0009135378794088324,0.007999054060026815,0.0024172035816854664,0.0017765842024492753,0.0009135378794088324,0.007999054060026815,0.007999054060026814,0.10235745599986287,0.10235745599986287,0.5856874692887877,1.65,686793.6115768282,100,0.9,0.9,13.366666666666665,default,BackwashSolidsHandlingZO,backwash_solids_handling
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,1197601.989553273,0.0,0.0,229.20584611502852,157016.86622938665,1259278.4920152666,174861.1358737304,41812.0,0.9183,1.0,621.9568840706015,0.062195688407060155,590.8590398670714,0.05597611956635413,31.097844203530116,0.006219568840706017,0.95,0.1,229.20584611502852,1197601.989553273,1.0515,0.0149,725819.3876080442,17844.269644343767,17844.269644343767,157016.86622938665,256779.0089450501,1796.4029843299095,59880.09947766365,1197.601989553273,1077.8417905979459,9580.815916426183,3592.805968659819,2395.203979106546,0.01308132828884053,0.002405347197005003,0.0017678700561187517,0.00090905697568996,0.007999054060026814,0.002405347197005003,0.0017678700561187517,0.00090905697568996,0.007999054060026814,0.007999054060026814,0.10235745599986289,0.10235745599986289,0.6220190797590086,1.65,725819.3876080442,100,0.9,0.9,14.195833333333331,default,BackwashSolidsHandlingZO,backwash_solids_handling
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,1261687.7878020024,0.0,0.0,242.59356650742376,166188.0891174547,1326664.7088738056,184987.23715570456,41812.0,0.9183,1.0,658.2848617430552,0.06582848617430553,625.3706186559024,0.05924563755687499,32.91424308715279,0.006582848617430574,0.95,0.1,242.59356650742376,1261687.7878020024,1.0515,0.0149,764659.2653345469,18799.148038249834,18799.148038249834,166188.0891174547,271288.6803383029,1892.5316817030036,63084.38939010012,1261.6877878020025,1135.5190090218023,10093.50230241602,3785.0633634060073,2523.375575604005,0.013057811973310051,0.0023942173560915743,0.001759689901293405,0.0009048506558982603,0.007999054060026812,0.0023942173560915743,0.001759689901293405,0.0009048506558982603,0.007999054060026812,0.007999054060026812,0.10235745599986286,0.10235745599986286,0.6583506902292295,1.65,764659.2653345469,100,0.9,0.9,15.024999999999999,default,BackwashSolidsHandlingZO,backwash_solids_handling
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,1325485.1419349546,0.0,0.0,255.9812868998191,175359.31200552284,1393747.6267446047,195109.04062035365,41812.0,0.9183,1.0,694.612839415509,0.0694612839415509,659.8821974447335,0.06251515554739583,34.730641970775494,0.006946128394155112,0.95,0.1,255.9812868998191,1325485.1419349546,1.0515,0.0149,803324.328445427,19749.728614830823,19749.728614830823,175359.31200552284,285774.3238798198,1988.227712902432,66274.25709674774,1325.4851419349545,1192.9366277414592,10603.881135479636,3976.455425804864,2650.970283869909,0.01303565941003633,0.0023837329541136505,0.001751984127949681,0.0009008882679461857,0.007999054060026814,0.0023837329541136505,0.001751984127949681,0.0009008882679461857,0.007999054060026814,0.007999054060026814,0.10235745599986289,0.10235745599986289,0.6946823006994506,1.65,803324.328445427,100,0.9,0.9,15.854166666666666,default,BackwashSolidsHandlingZO,backwash_solids_handling
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,1389010.3503898866,0.0,0.0,269.36900729221435,184530.5348935909,1460544.383434966,205226.78911440022,41812.0,0.9183,1.0,730.9408170879626,0.07309408170879628,694.3937762335645,0.06578467353791664,36.54704085439809,0.007309408170879629,0.95,0.1,269.36900729221435,1389010.3503898866,1.0515,0.0149,841824.4547817495,20696.25422080931,20696.25422080931,184530.5348935909,300237.29725528246,2083.51552558483,69450.51751949433,1389.0103503898868,1250.109315350898,11112.082803119094,4167.03105116966,2778.0207007797735,0.013014726115470429,0.0023738256096569694,0.0017447024774576313,0.0008971439683290145,0.007999054060026815,0.0023738256096569694,0.0017447024774576313,0.0008971439683290145,0.007999054060026815,0.007999054060026815,0.10235745599986289,0.10235745599986289,0.7310139111696714,1.65,841824.4547817495,100,0.9,0.9,16.683333333333334,default,BackwashSolidsHandlingZO,backwash_solids_handling
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,1452278.0266073297,0.0,0.0,282.75672768460964,193701.757781659,1527070.3449776075,215340.7003781082,41812.0,0.9183,1.0,767.2687947604164,0.07672687947604165,728.9053550223956,0.06905419152843746,38.363439738020794,0.007672687947604165,0.95,0.1,282.75672768460964,1452278.0266073297,1.0515,0.0149,880168.5009741393,21638.942596449215,21638.942596449215,193701.757781659,314678.81778743456,2178.417039910995,72613.90133036648,1452.2780266073298,1307.0502239465968,11618.224212858639,4356.83407982199,2904.5560532146596,0.012994889173201688,0.002364437148638328,0.0017378021933204546,0.0008935957712160921,0.007999054060026815,0.002364437148638328,0.0017378021933204546,0.0008935957712160921,0.007999054060026815,0.007999054060026814,0.10235745599986289,0.10235745599986289,0.7673455216398924,1.65,880168.5009741393,100,0.9,0.9,17.5125,default,BackwashSolidsHandlingZO,backwash_solids_handling
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,1515301.3448012113,0.0,0.0,296.14444807700494,202872.98066972708,1593339.3640584738,225450.97070726514,41812.0,0.9183,1.0,803.5967724328701,0.08035967724328703,763.4169338112265,0.07232370951895835,40.179838621643654,0.008035967724328704,0.95,0.1,296.14444807700494,1515301.3448012113,1.0515,0.0149,918364.4513946736,22577.99003753805,22577.99003753805,202872.98066972708,329099.9829091641,2272.952017201817,75765.06724006057,1515.3013448012114,1363.7712103210902,12122.410758409691,4545.904034403634,3030.6026896024227,0.012976043166290042,0.0023555176791530603,0.0017312466062355209,0.0008902248208746478,0.007999054060026814,0.0023555176791530603,0.0017312466062355209,0.0008902248208746478,0.007999054060026814,0.007999054060026814,0.10235745599986287,0.10235745599986287,0.8036771321101135,1.65,918364.4513946736,100,0.9,0.9,18.34166666666667,default,BackwashSolidsHandlingZO,backwash_solids_handling
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,1578092.2403803074,0.0,0.0,309.53216846940023,212044.2035577952,1659363.9907598933,235557.77793946175,41812.0,0.9183,1.0,839.9247501053239,0.08399247501053239,797.9285126000577,0.07559322750947915,41.996237505266116,0.008399247501053241,0.95,0.1,309.53216846940023,1578092.2403803074,1.0515,0.0149,956419.5396244288,23513.57438166658,23513.57438166658,212044.2035577952,343501.7868589276,2367.1383605704614,78904.61201901537,1578.0922403803074,1420.2830163422768,12624.73792304246,4734.276721140923,3156.184480760615,0.01295809702268732,0.00234702409847079,0.0017250040367735688,0.0008870148274161495,0.007999054060026815,0.00234702409847079,0.0017250040367735688,0.0008870148274161495,0.007999054060026815,0.007999054060026815,0.10235745599986289,0.10235745599986289,0.8400087425803344,1.65,956419.5396244288,100,0.9,0.9,19.170833333333334,default,BackwashSolidsHandlingZO,backwash_solids_handling
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,1640661.5749907345,0.0,0.0,322.91988886179547,221215.42644586324,1725155.6461027574,245661.2839132252,41812.0,0.9183,1.0,876.2527277777775,0.08762527277777776,832.4400913888886,0.07886274549999997,43.812636388888926,0.008762527277777777,0.95,0.1,322.91988886179547,1640661.5749907345,1.0515,0.0149,994340.3484792331,24445.857467361944,24445.857467361944,221215.42644586324,357885.1344290513,2460.9923624861017,82033.07874953673,1640.6615749907344,1476.5954174916612,13125.292599925875,4921.984724972203,3281.3231499814688,0.012940971538793325,0.002338918920979926,0.001719046933947221,0.0008839516238393646,0.007999054060026814,0.002338918920979926,0.001719046933947221,0.0008839516238393646,0.007999054060026814,0.007999054060026814,0.10235745599986287,0.10235745599986287,0.8763403530505554,1.65,994340.3484792331,100,0.9,0.9,20.0,default,BackwashSolidsHandlingZO,backwash_solids_handling
