fs.costing.land_cost_percent_FCI,fs.costing.working_capital_percent_FCI,fs.costing.salaries_percent_FCI,fs.costing.benefit_percent_of_salary,fs.costing.maintenance_costs_percent_FCI,fs.costing.laboratory_fees_percent_FCI,fs.costing.insurance_and_taxes_percent_FCI,fs.costing.utilization_factor,fs.costing.electricity_cost,fs.costing.electrical_carbon_intensity,fs.costing.plant_lifetime,fs.costing.wacc,fs.costing.capital_recovery_factor,fs.costing.TPEC,fs.costing.TIC,fs.costing.heat_cost,fs.costing.acetic_acid_cost,fs.costing.activated_carbon_cost,fs.costing.alum_cost,fs.costing.anhydrous_ammonia_cost,fs.costing.ammonia_cost,fs.costing.anthracite_cost,fs.costing.anti-scalant_cost,fs.costing.cationic_polymer_cost,fs.costing.caustic_soda_cost,fs.costing.chlorine_cost,fs.costing.ferric_chloride_cost,fs.costing.hydrochloric_acid_cost,fs.costing.hydrogen_peroxide_cost,fs.costing.ion_exchange_resin_cost,fs.costing.lime_cost,fs.costing.phosphoric_acid_cost,fs.costing.sand_cost,fs.costing.sodium_bisulfite_cost,fs.costing.sodium_chloride_cost,fs.costing.sulfuric_acid_cost,fs.costing.catalyst_ATHTL_cost,fs.costing.polymer_cost,fs.costing.magnesium_chloride_cost,fs.costing.catalyst_HTG_cost,fs.costing.hydrogen_product_cost,fs.costing.filtration_media_cost,fs.costing.filtration_media_disposal_cost,fs.costing.disinfection_solution_cost,fs.costing.struvite_product_cost,fs.costing.aggregate_capital_cost,fs.costing.aggregate_fixed_operating_cost,fs.costing.aggregate_variable_operating_cost,fs.costing.aggregate_flow_electricity,fs.costing.aggregate_flow_costs[electricity],fs.costing.total_capital_cost,fs.costing.total_operating_cost,fs.costing.cartridge_filtration.capital_a_parameter[default],fs.costing.cartridge_filtration.capital_b_parameter[default],fs.costing.cartridge_filtration.reference_state[default],fs.unit.properties_in[0.0].flow_mass_comp[H2O],fs.unit.properties_in[0.0].flow_mass_comp[tds],fs.unit.properties_treated[0.0].flow_mass_comp[H2O],fs.unit.properties_treated[0.0].flow_mass_comp[tds],fs.unit.properties_byproduct[0.0].flow_mass_comp[H2O],fs.unit.properties_byproduct[0.0].flow_mass_comp[tds],fs.unit.recovery_frac_mass_H2O[0.0],"fs.unit.removal_frac_mass_comp[0.0,tds]",fs.unit.electricity[0.0],fs.unit.energy_electric_flow_vol_inlet,fs.unit.costing.capital_cost,fs.costing.total_investment_factor,fs.costing.maintenance_labor_chemical_factor,fs.costing.aggregate_direct_capital_cost,fs.costing.maintenance_labor_chemical_operating_cost,fs.costing.total_fixed_operating_cost,fs.costing.total_variable_operating_cost,fs.costing.total_annualized_cost,fs.costing.land_cost,fs.costing.working_capital,fs.costing.salary_cost,fs.costing.benefits_cost,fs.costing.maintenance_cost,fs.costing.laboratory_cost,fs.costing.insurance_and_taxes_cost,fs.costing.LCOW,fs.costing.LCOW_component_direct_capex['fs.unit'],fs.costing.LCOW_component_indirect_capex['fs.unit'],fs.costing.LCOW_component_fixed_opex['fs.unit'],fs.costing.LCOW_component_variable_opex['fs.unit'],fs.costing.LCOW_aggregate_direct_capex[CartridgeFiltrationZO],fs.costing.LCOW_aggregate_indirect_capex[CartridgeFiltrationZO],fs.costing.LCOW_aggregate_fixed_opex[CartridgeFiltrationZO],fs.costing.LCOW_aggregate_variable_opex[CartridgeFiltrationZO],fs.costing.LCOW_aggregate_variable_opex[electricity],fs.costing.SEC,fs.costing.SEC_component['fs.unit'],fs.unit.costing.cost_factor,fs.unit.costing.direct_capital_cost,flow_mgd,subtype,unit_class,unit
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,3497157.515865457,0.0,0.0,0.2647424206565727,181.36110380280348,3677261.127932528,52289.00809019811,725570.0,0.5862,1.0,367.6610403634258,0.036766104036342576,367.62427425938944,0.033089493632708335,0.03676610403638979,0.0036766104036342583,0.9999,0.1,0.2647424206565727,0.0002,3497157.515865457,1.0515,0.014900000000000002,3497157.515865457,52107.64698639531,52107.64698639531,181.36110380280348,291500.12162712554,5245.736273798186,174857.87579327286,3497.157515865457,3147.4417642789113,27977.260126923655,10491.472547596371,6994.315031730914,0.025121393952992944,0.019605461490477854,0.0010096812667596121,0.004490621549664944,1.5629646090534974e-05,0.019605461490477854,0.0010096812667596121,0.004490621549664944,1.5629646090534974e-05,1.5629646090534977e-05,0.0002,0.0002,1.0,3497157.515865457,8.391666666666666,default,CartridgeFiltrationZO,cartridge_filtration
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,3695758.969563698,0.0,0.0,0.2909011801951318,199.2810937018888,3886090.5564962286,55266.089740201,725570.0,0.5862,1.0,403.9890180358795,0.040398901803587954,403.9486191340759,0.03635901162322915,0.040398901803619325,0.0040398901803587964,0.9999,0.1,0.2909011801951318,0.0002,3695758.969563698,1.0515,0.014900000000000002,3695758.969563698,55066.80864649911,55066.80864649911,199.2810937018888,308061.85729219124,5543.638454345547,184787.9484781849,3695.758969563698,3326.1830726073285,29566.071756509584,11087.276908691094,7391.517939127396,0.024161337706589493,0.018855739413210497,0.0009710705797803407,0.0043188980675081205,1.5629646090534977e-05,0.018855739413210497,0.0009710705797803407,0.0043188980675081205,1.5629646090534977e-05,1.5629646090534974e-05,0.00019999999999999998,0.00019999999999999998,1.0,3695758.969563698,9.220833333333333,default,CartridgeFiltrationZO,cartridge_filtration
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,3887094.5990399215,0.0,0.0,0.31705993973369084,217.2010836009742,4087279.9708904778,58134.91060929582,725570.0,0.5862,1.0,440.3169957083331,0.04403169957083332,440.2729640087623,0.03962852961374999,0.04403169957077339,0.004403169957083332,0.9999,0.1,0.31705993973369084,0.0002,3887094.5990399215,1.0515,0.014900000000000002,3887094.5990399215,57917.70952569484,57917.70952569484,217.2010836009742,324018.3382905924,5830.641898559882,194354.7299519961,3887.094599039922,3498.38513913593,31096.756792319375,11661.283797119764,7774.189198079844,0.02331614497664727,0.01819571594942141,0.0009370793713952031,0.004167720009740121,1.5629646090534977e-05,0.01819571594942141,0.0009370793713952031,0.004167720009740121,1.5629646090534977e-05,1.562964609053498e-05,0.0002,0.0002,1.0,3887094.5990399215,10.049999999999999,default,CartridgeFiltrationZO,cartridge_filtration
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,4071999.5658253357,0.0,0.0,0.34321869927224996,235.12107350005954,4281707.543465341,60907.91460429757,725570.0,0.5862,1.0,476.6449733807868,0.04766449733807868,476.5973088834487,0.04289804760427081,0.04766449733801381,0.004766449733807869,0.9999,0.1,0.34321869927224996,0.0002,4071999.5658253357,1.0515,0.014900000000000002,4071999.5658253357,60672.793530797506,60672.793530797506,235.12107350005954,339439.1349007637,6107.999348738003,203599.9782912668,4071.9995658253356,3664.7996092428025,32575.996526602685,12215.998697476007,8143.999131650671,0.02256417712287688,0.017608493165882432,0.0009068373980429476,0.0040332169128609605,1.562964609053498e-05,0.017608493165882432,0.0009068373980429476,0.0040332169128609605,1.562964609053498e-05,1.562964609053498e-05,0.0002,0.0002,1.0,4071999.5658253357,10.879166666666665,default,CartridgeFiltrationZO,cartridge_filtration
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,4251157.344971933,0.0,0.0,0.369377458810809,253.0410633991449,4470091.948237988,63595.28550348097,725570.0,0.5862,1.0,512.9729510532405,0.05129729510532406,512.9216537581352,0.04616756559479163,0.05129729510525409,0.005129729510532407,0.9999,0.1,0.369377458810809,0.0002,4251157.344971933,1.0515,0.014900000000000002,4251157.344971933,63342.24444008181,63342.24444008181,253.0410633991449,354381.1816771515,6376.7360174579,212557.86724859668,4251.1573449719335,3826.0416104747405,34009.25875977547,12753.4720349158,8502.314689943867,0.02188914469594414,0.01708135039144736,0.0008796895451595388,0.003912475113246703,1.5629646090534977e-05,0.01708135039144736,0.0008796895451595388,0.003912475113246703,1.5629646090534977e-05,1.5629646090534977e-05,0.0002,0.0002,1.0,4251157.344971933,11.708333333333332,default,CartridgeFiltrationZO,cartridge_filtration
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,4425135.98549448,0.0,0.0,0.39553621834936814,270.96105329823024,4653030.488747445,66205.48723716597,725570.0,0.5862,1.0,549.3009287256942,0.05493009287256943,549.2459986328216,0.04943708358531248,0.054930092872612094,0.005493009287256944,0.9999,0.1,0.39553621834936814,0.0002,4425135.98549448,1.0515,0.014900000000000002,4425135.98549448,65934.52618386775,65934.52618386775,270.96105329823024,368891.79800246796,6637.70397824172,221256.79927472398,4425.135985494479,3982.622386945032,35401.087883955835,13275.40795648344,8850.271970988959,0.0212785128279443,0.016604498962963343,0.000855131696592616,0.0038032525222978066,1.5629646090534977e-05,0.016604498962963343,0.000855131696592616,0.0038032525222978066,1.5629646090534977e-05,1.5629646090534974e-05,0.0002,0.0002,1.0,4425135.98549448,12.5375,default,CartridgeFiltrationZO,cartridge_filtration
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,4594413.891208886,0.0,0.0,0.42169497788792715,288.88104319731553,4831026.206606144,68745.64802220973,725570.0,0.5862,1.0,585.6289063981479,0.0585628906398148,585.5703435075081,0.05270660157583334,0.05856289063973492,0.005856289063981499,0.9999,0.1,0.42169497788792715,0.0002,4594413.891208886,1.0515,0.014900000000000002,4594413.891208886,68456.7669790124,68456.7669790124,288.88104319731553,383010.8356723641,6891.620836813329,229720.69456044433,4594.4138912088865,4134.972502087998,36755.31112967109,13783.241673626659,9188.827782417773,0.02072245289667636,0.016170263564446754,0.0008327685735690094,0.0037037911125700606,1.562964609053498e-05,0.016170263564446754,0.0008327685735690094,0.0037037911125700606,1.562964609053498e-05,1.5629646090534977e-05,0.0002,0.0002,1.0,4594413.891208886,13.366666666666665,default,CartridgeFiltrationZO,cartridge_filtration
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,4759398.6102891,0.0,0.0,0.4478537374264862,306.8010330964009,5004507.638718989,71221.840326404,725570.0,0.5862,1.0,621.9568840706015,0.062195688407060155,621.8946883821944,0.05597611956635413,0.06219568840710846,0.006219568840706017,0.9999,0.1,0.4478537374264862,0.0002,4759398.6102891,1.0515,0.014900000000000002,4759398.6102891,70915.0392933076,70915.0392933076,306.8010330964009,396772.2440952804,7139.097915433649,237969.930514455,4759.398610289099,4283.45874926019,38075.188882312796,14278.195830867298,9518.797220578199,0.0202131319153936,0.01577252730106257,0.000812285156004722,0.0036126898122357783,1.562964609053498e-05,0.01577252730106257,0.000812285156004722,0.0036126898122357783,1.562964609053498e-05,1.5629646090534977e-05,0.0002,0.0002,1.0,4759398.6102891,14.195833333333331,default,CartridgeFiltrationZO,cartridge_filtration
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,4920440.825347605,0.0,0.0,0.4740124969650453,324.7210229954863,5173843.527853007,73639.28932067481,725570.0,0.5862,1.0,658.2848617430552,0.06582848617430553,658.219033256881,0.05924563755687499,0.06582848617431084,0.006582848617430574,0.9999,0.1,0.4740124969650453,0.0002,4920440.825347605,1.0515,0.014900000000000002,4920440.825347605,73314.56829767933,73314.56829767933,324.7210229954863,410205.23568831384,7380.661238021408,246022.04126738026,4920.440825347605,4428.396742812845,39363.52660278084,14761.322476042817,9840.88165069521,0.019744217972551638,0.015406345489732137,0.000793426792721208,0.003528816044007756,1.5629646090534977e-05,0.015406345489732137,0.000793426792721208,0.003528816044007756,1.5629646090534977e-05,1.5629646090534977e-05,0.0002,0.0002,1.0,4920440.825347605,15.024999999999999,default,CartridgeFiltrationZO,cartridge_filtration
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,5077844.966036346,0.0,0.0,0.5001712565036044,342.6410128945716,5339353.981787218,76002.53100683613,725570.0,0.5862,1.0,694.612839415509,0.0694612839415509,694.5433781315675,0.06251515554739583,0.06946128394160485,0.006946128394155112,0.9999,0.1,0.5001712565036044,0.0002,5077844.966036346,1.0515,0.014900000000000002,5077844.966036346,75659.88999394156,75659.88999394156,342.6410128945716,423335.1699236835,7616.767449054519,253892.2483018173,5077.844966036346,4570.060469432711,40622.759728290766,15233.534898109037,10155.689932072692,0.019310528029578108,0.015067670619218942,0.0007759850368897778,0.0034512427273788557,1.5629646090534977e-05,0.015067670619218942,0.0007759850368897778,0.0034512427273788557,1.5629646090534977e-05,1.5629646090534974e-05,0.00019999999999999998,0.00019999999999999998,1.0,5077844.966036346,15.854166666666666,default,CartridgeFiltrationZO,cartridge_filtration
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,5231877.392763204,0.0,0.0,0.5263300160421635,360.561002793657,5501319.07849051,78315.53415496541,725570.0,0.5862,1.0,730.9408170879626,0.07309408170879628,730.8677230062539,0.06578467353791666,0.07309408170869656,0.007309408170879629,0.9999,0.1,0.5263300160421635,0.0002,5231877.392763204,1.0515,0.014900000000000002,5231877.392763204,77954.97315217175,77954.97315217175,360.561002793657,436184.23504527775,7847.816089144806,261593.86963816022,5231.877392763204,4708.689653486884,41855.01914210563,15695.632178289612,10463.754785526407,0.0189077719753567,0.014753152478501601,0.000759787352642836,0.0033792024981217266,1.5629646090534977e-05,0.014753152478501601,0.000759787352642836,0.0033792024981217266,1.5629646090534977e-05,1.562964609053498e-05,0.0002,0.0002,1.0,5231877.392763204,16.683333333333334,default,CartridgeFiltrationZO,cartridge_filtration
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,5382772.799957349,0.0,0.0,0.5524887755807225,378.4809926927423,5659985.599155153,80581.79571205725,725570.0,0.5862,1.0,767.2687947604164,0.07672687947604165,767.1920678809404,0.06905419152843749,0.076726879475937,0.007672687947604165,0.9999,0.1,0.5524887755807225,0.0002,5382772.799957349,1.0515,0.014900000000000002,5382772.799957349,80203.31471936451,80203.31471936451,378.4809926927423,448771.98147079896,8074.1591999360235,269138.63999786746,5382.772799957349,4844.495519961614,43062.18239965879,16148.318399872047,10765.545599914698,0.01853236326567902,0.014459990282330097,0.0007446894995400005,0.0033120538377183865,1.5629646090534977e-05,0.014459990282330097,0.0007446894995400005,0.0033120538377183865,1.5629646090534977e-05,1.5629646090534974e-05,0.00019999999999999998,0.00019999999999999998,1.0,5382772.799957349,17.5125,default,CartridgeFiltrationZO,cartridge_filtration
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,5530739.291811652,0.0,0.0,0.5786475351192818,396.4009825918278,5815572.365339952,82804.41643058544,725570.0,0.5862,1.0,803.5967724328701,0.08035967724328703,803.5164127556269,0.07232370951895835,0.08035967724317741,0.008035967724328704,0.9999,0.1,0.5786475351192818,0.0002,5530739.291811652,1.0515,0.014900000000000002,5530739.291811652,82408.01544799362,82408.01544799362,396.4009825918278,461115.7446091477,8296.108937717478,276536.9645905826,5530.739291811652,4977.665362630487,44245.914334493216,16592.217875434955,11061.478583623304,0.018181276564683956,0.014185821501326877,0.0007305698073183359,0.003249255609948211,1.562964609053498e-05,0.014185821501326877,0.0007305698073183359,0.003249255609948211,1.562964609053498e-05,1.562964609053498e-05,0.0002,0.0002,1.0,5530739.291811652,18.34166666666667,default,CartridgeFiltrationZO,cartridge_filtration
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,5675962.45301922,0.0,0.0,0.6048062946578407,414.3209724909131,5968274.519349711,84986.1615224773,725570.0,0.5862,1.0,839.9247501053239,0.08399247501053239,839.8407576303134,0.07559322750947918,0.08399247501041783,0.008399247501053241,0.9999,0.1,0.6048062946578407,0.0002,5675962.45301922,1.0515,0.014900000000000002,5675962.45301922,84571.84054998639,84571.84054998639,414.3209724909131,473230.98395922384,8513.943679528831,283798.12265096104,5675.96245301922,5108.3662077172985,45407.69962415376,17027.887359057662,11351.92490603844,0.01785193917143676,0.013928637075401746,0.0007173248093831923,0.0031903476405612864,1.5629646090534977e-05,0.013928637075401746,0.0007173248093831923,0.0031903476405612864,1.5629646090534977e-05,1.5629646090534977e-05,0.00019999999999999998,0.00019999999999999998,1.0,5675962.45301922,19.170833333333334,default,CartridgeFiltrationZO,cartridge_filtration
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,5818608.648158836,0.0,0.0,0.6309650541963999,432.2409623899985,6118266.993539017,87129.50981995667,725570.0,0.5862,1.0,876.2527277777775,0.08762527277777776,876.1651025049997,0.07886274549999997,0.08762527277788022,0.008762527277777777,0.9999,0.1,0.6309650541963999,0.0002,5818608.648158836,1.0515,0.014900000000000002,5818608.648158836,86697.26885756667,86697.26885756667,432.2409623899985,485131.5579539589,8727.912972238255,290930.43240794184,5818.608648158836,5236.747783342953,46548.86918527069,17455.82594447651,11637.217296317673,0.01754214713072202,0.013686715903433302,0.0007048658690268165,0.0031349357121713663,1.5629646090534977e-05,0.013686715903433302,0.0007048658690268165,0.0031349357121713663,1.5629646090534977e-05,1.5629646090534977e-05,0.0002,0.0002,1.0,5818608.648158836,20.0,default,CartridgeFiltrationZO,cartridge_filtration
