fs.costing.land_cost_percent_FCI,fs.costing.working_capital_percent_FCI,fs.costing.salaries_percent_FCI,fs.costing.benefit_percent_of_salary,fs.costing.maintenance_costs_percent_FCI,fs.costing.laboratory_fees_percent_FCI,fs.costing.insurance_and_taxes_percent_FCI,fs.costing.utilization_factor,fs.costing.electricity_cost,fs.costing.electrical_carbon_intensity,fs.costing.plant_lifetime,fs.costing.wacc,fs.costing.capital_recovery_factor,fs.costing.heat_cost,fs.costing.acetic_acid_cost,fs.costing.activated_carbon_cost,fs.costing.alum_cost,fs.costing.anhydrous_ammonia_cost,fs.costing.ammonia_cost,fs.costing.anthracite_cost,fs.costing.anti-scalant_cost,fs.costing.cationic_polymer_cost,fs.costing.caustic_soda_cost,fs.costing.chlorine_cost,fs.costing.ferric_chloride_cost,fs.costing.hydrochloric_acid_cost,fs.costing.hydrogen_peroxide_cost,fs.costing.ion_exchange_resin_cost,fs.costing.lime_cost,fs.costing.phosphoric_acid_cost,fs.costing.sand_cost,fs.costing.sodium_bisulfite_cost,fs.costing.sodium_chloride_cost,fs.costing.sulfuric_acid_cost,fs.costing.catalyst_ATHTL_cost,fs.costing.polymer_cost,fs.costing.magnesium_chloride_cost,fs.costing.catalyst_HTG_cost,fs.costing.hydrogen_product_cost,fs.costing.filtration_media_cost,fs.costing.filtration_media_disposal_cost,fs.costing.disinfection_solution_cost,fs.costing.struvite_product_cost,fs.costing.aggregate_capital_cost,fs.costing.aggregate_fixed_operating_cost,fs.costing.aggregate_variable_operating_cost,fs.costing.aggregate_flow_electricity,fs.costing.aggregate_flow_costs[electricity],fs.costing.total_capital_cost,fs.costing.total_operating_cost,fs.costing.brine_concentrator.capital_a_parameter[default],fs.costing.brine_concentrator.capital_b_parameter[default],fs.costing.brine_concentrator.capital_c_parameter[default],fs.costing.brine_concentrator.capital_d_parameter[default],fs.unit.properties_in[0.0].flow_mass_comp[H2O],fs.unit.properties_in[0.0].flow_mass_comp[tds],fs.unit.properties_treated[0.0].flow_mass_comp[H2O],fs.unit.properties_treated[0.0].flow_mass_comp[tds],fs.unit.properties_byproduct[0.0].flow_mass_comp[H2O],fs.unit.properties_byproduct[0.0].flow_mass_comp[tds],fs.unit.recovery_frac_mass_H2O[0.0],"fs.unit.removal_frac_mass_comp[0.0,tds]",fs.unit.elec_coeff_1,fs.unit.elec_coeff_2,fs.unit.elec_coeff_3,fs.unit.elec_coeff_4,fs.unit.electricity[0.0],fs.unit.electricity_intensity,fs.unit.costing.capital_cost,fs.costing.total_investment_factor,fs.costing.maintenance_labor_chemical_factor,fs.costing.aggregate_direct_capital_cost,fs.costing.maintenance_labor_chemical_operating_cost,fs.costing.total_fixed_operating_cost,fs.costing.total_variable_operating_cost,fs.costing.total_annualized_cost,fs.costing.land_cost,fs.costing.working_capital,fs.costing.salary_cost,fs.costing.benefits_cost,fs.costing.maintenance_cost,fs.costing.laboratory_cost,fs.costing.insurance_and_taxes_cost,fs.costing.LCOW,fs.costing.LCOW_component_direct_capex['fs.unit'],fs.costing.LCOW_component_indirect_capex['fs.unit'],fs.costing.LCOW_component_fixed_opex['fs.unit'],fs.costing.LCOW_component_variable_opex['fs.unit'],fs.costing.LCOW_aggregate_direct_capex[BrineConcentratorZO],fs.costing.LCOW_aggregate_indirect_capex[BrineConcentratorZO],fs.costing.LCOW_aggregate_fixed_opex[BrineConcentratorZO],fs.costing.LCOW_aggregate_variable_opex[BrineConcentratorZO],fs.costing.LCOW_aggregate_variable_opex[electricity],fs.costing.SEC,fs.costing.SEC_component['fs.unit'],fs.unit.properties_in[0.0].flow_vol,fs.unit.properties_in[0.0].conc_mass_comp[H2O],fs.unit.properties_in[0.0].conc_mass_comp[tds],fs.unit.costing.cost_factor,fs.unit.costing.direct_capital_cost,fs.unit.properties_in[0.0].dens_mass,flow_mgd,tds,subtype,unit_class,unit
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,5210133.634761598,0.0,0.0,872.5265812849663,597722.055599099,5478455.516951821,675353.0467570468,15100000.0,302.0,-18800000.0,80800.0,11.534347130952376,0.11534347130952377,11.07297324571428,0.0023068694261904775,0.4613738852380961,0.1130366018833333,0.96,0.98,9.73,0.00011,10.4,3.83e-05,872.5265812849663,20.80471517023133,5210133.634761598,1.0515,0.014900000000000002,5210133.634761598,77630.99115794782,77630.99115794782,597722.055599099,1031734.4401582212,7815.200452142397,260506.6817380799,5210.133634761598,4689.120271285438,41681.06907809278,15630.400904284794,10420.267269523196,2.806399985776782,0.9219075806410042,0.04747824040301187,0.21116248910726665,1.6258516756254993,0.9219075806410042,0.04747824040301187,0.21116248910726665,1.6258516756254993,1.6258516756254993,20.80471517023133,20.80471517023133,0.0116496906022619,990.09900990099,9.900990099009901,1.0,5210133.634761598,1000.0,0.26326530612244897,10000.0,default,BrineConcentratorZO,brine_concentrator
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,10825072.641506895,0.0,0.0,939.8557427155556,643845.7217833293,11382563.8825445,805139.304141782,15100000.0,302.0,-18800000.0,80800.0,11.534347130952376,0.2595228104464285,11.07297324571428,0.0051904562089285745,0.4613738852380961,0.2543323542375,0.96,0.98,9.73,0.00011,10.4,3.83e-05,939.8557427155556,22.136164036098037,10825072.641506895,1.0515,0.014900000000000002,10825072.641506895,161293.58235845275,161293.58235845275,643845.7217833293,1545591.4195942264,16237.608962260343,541253.6320753448,10825.072641506895,9742.565377356206,86600.58113205516,32475.217924520686,21650.14528301379,4.152736707464712,1.8920273059528783,0.09743940625657341,0.433367946824057,1.7299020484312033,1.8920273059528783,0.09743940625657341,0.433367946824057,1.7299020484312033,1.7299020484312033,22.136164036098037,22.136164036098037,0.011793869941398805,977.9951100244498,22.004889975550125,1.0,10825072.641506895,1000.0,0.26326530612244897,22500.0,default,BrineConcentratorZO,brine_concentrator
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,16305923.522303041,0.0,0.0,1007.1849247828251,689969.4021046633,17145678.58370165,932927.6625869786,15100000.0,302.0,-18800000.0,80800.0,11.534347130952376,0.4037021495833332,11.07297324571428,0.008074042991666672,0.46137388523809586,0.3956281065916666,0.96,0.98,9.73,0.00011,10.4,3.83e-05,1007.1849247828251,23.435452781519828,16305923.522303041,1.0515,0.014900000000000002,16305923.522303041,242958.26048231535,242958.26048231535,689969.4021046633,2048278.659881935,24458.88528345456,815296.1761151521,16305.923522303041,14675.331170072739,130447.38817842433,48917.77056690912,32611.847044606082,5.436904515695523,2.815561049225414,0.1450013940351091,0.6449029077020066,1.8314391647329924,2.815561049225414,0.1450013940351091,0.6449029077020066,1.8314391647329924,1.8314391647329924,23.435452781519828,23.435452781519828,0.01193804928053571,966.183574879227,33.81642512077295,1.0,16305923.522303041,1000.0,0.26326530612244897,35000.0,default,BrineConcentratorZO,brine_concentrator
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,21657486.568055145,0.0,0.0,1074.5141274867744,736093.0965631012,22772847.126309987,1058789.6464271229,15100000.0,302.0,-18800000.0,80800.0,11.534347130952376,0.5478814887202379,11.07297324571428,0.010957629774404768,0.46137388523809586,0.5369238589458332,0.96,0.98,9.73,0.00011,10.4,3.83e-05,1074.5141274867744,24.70373272345774,21657486.568055145,1.0515,0.014900000000000002,21657486.568055145,322696.5498640217,322696.5498640217,736093.0965631012,2540196.03285734,32486.229852082717,1082874.3284027574,21657.486568055145,19491.73791124963,173259.89254444116,64972.459704165434,43314.97313611029,6.6621777726477465,3.694995546617469,0.19029227065079982,0.8463369574654159,1.9305529979140617,3.694995546617469,0.19029227065079982,0.8463369574654159,1.9305529979140617,1.9305529979140617,24.70373272345774,24.70373272345774,0.012082228619672614,954.653937947494,45.34606205250597,1.0,21657486.568055145,1000.0,0.26326530612244897,47500.0,default,BrineConcentratorZO,brine_concentrator
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,26884335.640852023,0.0,0.0,1141.843350827404,782216.8051586427,28268878.926355902,1182793.406207338,15100000.0,302.0,-18800000.0,80800.0,11.534347130952376,0.6920608278571426,11.07297324571428,0.013841216557142865,0.4613738852380961,0.6782196112999997,0.96,0.98,9.73,0.00011,10.4,3.83e-05,1141.843350827404,25.942100871468984,26884335.640852023,1.0515,0.014900000000000002,26884335.640852023,400576.6010486952,400576.6010486952,782216.8051586427,3021724.5484773773,40326.50346127804,1344216.7820426011,26884.335640852023,24195.902076766823,215074.68512681618,80653.00692255607,53768.671281704046,7.831627503723628,4.532662059825082,0.23343209608099239,1.0382040704874578,2.0273292773300966,4.532662059825082,0.23343209608099239,1.0382040704874578,2.0273292773300966,2.027329277330096,25.942100871468984,25.942100871468984,0.01222640795880952,943.3962264150944,56.60377358490566,1.0,26884335.640852023,1000.0,0.26326530612244897,60000.0,default,BrineConcentratorZO,brine_concentrator
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,5589117.346118992,0.0,0.0,936.7877411013897,641743.9952907105,5876956.889444121,725021.8437478836,15100000.0,302.0,-18800000.0,80800.0,12.383775795634918,0.12383775795634917,11.888424763809521,0.0024767551591269856,0.49535103182539586,0.12136100279722219,0.96,0.98,9.73,0.00011,10.4,3.83e-05,936.7877411013897,20.80483346064786,5589117.346118992,1.0515,0.014900000000000002,5589117.346118992,83277.848457173,83277.848457173,641743.9952907105,1107326.323311142,8383.676019178489,279455.8673059496,5589.117346118992,5030.205611507094,44712.938768951935,16767.352038356978,11178.234692237984,2.8054155672082053,0.9211316147454605,0.04743827815939141,0.21098475449112278,1.6258609198122305,0.9211316147454605,0.04743827815939141,0.21098475449112278,1.6258609198122305,1.6258609198122302,20.80483346064786,20.80483346064786,0.012507613553591266,990.0990099009902,9.900990099009901,1.0,5589117.346118992,1000.0,0.2826530612244898,10000.0,default,BrineConcentratorZO,brine_concentrator
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,11208746.745331585,0.0,0.0,1009.0753842847982,691264.4564488899,11785997.202716162,858274.7829543306,15100000.0,302.0,-18800000.0,80800.0,12.383775795634918,0.2786349554017857,11.888424763809521,0.005572699108035719,0.49535103182539586,0.27306225629374997,0.96,0.98,9.73,0.00011,10.4,3.83e-05,1009.0753842847982,22.13628379050487,11208746.745331585,1.0515,0.014900000000000002,11208746.745331585,167010.32650544064,167010.32650544064,691264.4564488899,1624970.8148431422,16813.12011799738,560437.3372665793,11208.746745331586,10087.872070798428,89669.97396265269,33626.24023599476,22417.49349066317,4.066541426305244,1.8247088318229459,0.09397250483888173,0.41794868261723067,1.7299114070261863,1.8247088318229459,0.09397250483888173,0.41794868261723067,1.7299114070261863,1.7299114070261863,22.13628379050487,22.13628379050487,0.012662410751036704,977.9951100244498,22.004889975550125,1.0,11208746.745331585,1000.0,0.2826530612244898,22500.0,default,BrineConcentratorZO,brine_concentrator
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,16694288.018595025,0.0,0.0,1081.3630512563177,740784.9339030524,17554043.85155267,989529.8253801183,15100000.0,302.0,-18800000.0,80800.0,12.383775795634918,0.43343215284722214,11.888424763809521,0.008668643056944451,0.49535103182539586,0.4247635097902777,0.96,0.98,9.73,0.00011,10.4,3.83e-05,1081.3630512563177,23.435573999916965,16694288.018595025,1.0515,0.014900000000000002,16694288.018595025,248744.8914770659,248744.8914770659,740784.9339030524,2131445.569385725,25041.432027892537,834714.4009297513,16694.288018595027,15024.859216735524,133554.30414876022,50082.864055785074,33388.576037190054,5.269590276212713,2.684895495232022,0.1382721180044495,0.614974025240014,1.831448637736227,2.684895495232022,0.1382721180044495,0.614974025240014,1.831448637736227,1.8314486377362265,23.435573999916965,23.435573999916965,0.01281720794848214,966.183574879227,33.81642512077295,1.0,16694288.018595025,1000.0,0.2826530612244898,35000.0,default,BrineConcentratorZO,brine_concentrator
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,22050541.456814423,0.0,0.0,1153.650742015948,790305.4276531982,23186144.341840368,1118858.4953597332,15100000.0,302.0,-18800000.0,80800.0,12.383775795634918,0.5882293502926587,11.888424763809521,0.011764587005853184,0.4953510318253955,0.5764647632868055,0.96,0.98,9.73,0.00011,10.4,3.83e-05,1153.650742015948,24.70385540584518,22050541.456814423,1.0515,0.014900000000000002,22050541.456814423,328553.06770653493,328553.06770653493,790305.4276531982,2627150.4587748838,33075.812185221635,1102527.072840721,22050.541456814422,19845.487311132983,176404.33165451538,66151.62437044327,44101.082913628845,6.417618055328956,3.5040077707812998,0.1804564001952372,0.8025912990268715,1.9305625853255473,3.5040077707812998,0.1804564001952372,0.8025912990268715,1.9305625853255473,1.9305625853255473,24.70385540584518,24.70385540584518,0.012972005145927577,954.653937947494,45.34606205250597,1.0,22050541.456814423,1000.0,0.2826530612244898,47500.0,default,BrineConcentratorZO,brine_concentrator
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,27282080.922078587,0.0,0.0,1225.9384565636894,839825.9376993275,28687108.08956564,1246328.9434382985,15100000.0,302.0,-18800000.0,80800.0,12.383775795634918,0.743026547738095,11.888424763809521,0.014860530954761912,0.49535103182539586,0.728166016783333,0.96,0.98,9.73,0.00011,10.4,3.83e-05,1225.9384565636894,25.942225017846724,27282080.922078587,1.0515,0.014900000000000002,27282080.922078587,406503.005738971,406503.005738971,839825.9376993275,3112466.4929675544,40923.12138311788,1364104.0461039294,27282.08092207859,24553.872829870732,218256.6473766287,81846.24276623577,54564.16184415718,7.51349102145736,4.284217014129906,0.2206371762276909,0.9812978519499284,2.0273389791498335,4.284217014129906,0.2206371762276909,0.9812978519499284,2.0273389791498335,2.0273389791498335,25.942225017846724,25.942225017846724,0.013126802343373014,943.3962264150944,56.603773584905646,1.0,27282080.922078587,1000.0,0.2826530612244898,60000.0,default,BrineConcentratorZO,brine_concentrator
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,5968101.057476386,0.0,0.0,1001.0496316030686,685766.435536348,6275458.2619364215,774691.1412927463,15100000.0,302.0,-18800000.0,80800.0,13.233204460317456,0.13233204460317458,12.703876281904757,0.002646640892063494,0.5293281784126993,0.12968540371111106,0.96,0.98,9.73,0.00011,10.4,3.83e-05,1001.0496316030686,20.80495175106439,5968101.057476386,1.0515,0.014900000000000002,5968101.057476386,88924.70575639817,88924.70575639817,685766.435536348,1182918.7070180885,8952.15158621458,298405.0528738193,5968.101057476387,5371.290951728748,47744.808459811095,17904.30317242916,11936.202114952774,2.80455871345281,0.9204552660932637,0.04740344620380316,0.21082983715678114,1.625870163998962,0.9204552660932637,0.04740344620380316,0.21082983715678114,1.625870163998962,1.625870163998962,20.80495175106439,20.80495175106439,0.01336553650492063,990.09900990099,9.900990099009903,1.0,5968101.057476386,1000.0,0.3020408163265306,10000.0,default,BrineConcentratorZO,brine_concentrator
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,11592420.849156272,0.0,0.0,1078.2957747374846,738683.7041350977,12189430.52288782,911410.7747875262,15100000.0,302.0,-18800000.0,80800.0,13.233204460317456,0.2977471003571428,12.703876281904757,0.005954942007142861,0.5293281784126991,0.29179215834999994,0.96,0.98,9.73,0.00011,10.4,3.83e-05,1078.2957747374846,22.1364035449117,11592420.849156272,1.0515,0.014900000000000002,11592420.849156272,172727.07065242846,172727.07065242846,738683.7041350977,1704350.723112705,17388.63127373441,579621.0424578136,11592.420849156271,10433.178764240645,92739.36679325017,34777.26254746882,23184.841698312543,3.9914129570061463,1.7660325942367212,0.09095067860319132,0.4045089185450646,1.729920765621169,1.7660325942367212,0.09095067860319132,0.4045089185450646,1.729920765621169,1.729920765621169,22.1364035449117,22.1364035449117,0.013530951560674598,977.9951100244499,22.004889975550128,1.0,11592420.849156272,1000.0,0.3020408163265306,22500.0,default,BrineConcentratorZO,brine_concentrator
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,17082652.514887005,0.0,0.0,1155.5419450352824,791600.9913420511,17962409.119403686,1046132.5138138676,15100000.0,302.0,-18800000.0,80800.0,13.233204460317456,0.46316215611111106,12.703876281904757,0.00926324312222223,0.5293281784126993,0.45389891298888885,0.96,0.98,9.73,0.00011,10.4,3.83e-05,1155.5419450352824,23.4356952183141,17082652.514887005,1.0515,0.014900000000000002,17082652.514887005,254531.5224718164,254531.5224718164,791600.9913420511,2214613.0045301244,25623.97877233051,854132.6257443503,17082.652514887006,15374.387263398306,136661.22011909605,51247.95754466102,34165.30502977401,5.1237567836031115,2.571004573170215,0.132406735518266,0.5888873641751693,1.8314581107394607,2.571004573170215,0.132406735518266,0.5888873641751693,1.8314581107394607,1.8314581107394607,23.4356952183141,23.4356952183141,0.013696366616428566,966.1835748792271,33.816425120772955,1.0,17082652.514887005,1000.0,0.3020408163265306,35000.0,default,BrineConcentratorZO,brine_concentrator
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,22443596.3455737,0.0,0.0,1232.7881424964628,844518.2971572089,23599441.55737075,1178927.882706257,15100000.0,302.0,-18800000.0,80800.0,13.233204460317456,0.6285772118650793,12.703876281904757,0.012571544237301597,0.5293281784126991,0.6160056676277778,0.96,0.98,9.73,0.00011,10.4,3.83e-05,1232.7881424964628,24.70397808823262,22443596.3455737,1.0515,0.014900000000000002,22443596.3455737,334409.5855490482,334409.5855490482,844518.2971572089,2714105.423106341,33665.394518360554,1122179.817278685,22443.5963455737,20199.236711016332,179548.7707645896,67330.78903672111,44887.1926911474,6.204455748752569,3.337538695897073,0.17188324283869963,0.7644616372797625,1.9305721727370335,3.337538695897073,0.17188324283869963,0.7644616372797625,1.9305721727370335,1.9305721727370335,24.70397808823262,24.70397808823262,0.013861781672182535,954.653937947494,45.34606205250598,1.0,22443596.3455737,1000.0,0.3020408163265306,47500.0,default,BrineConcentratorZO,brine_concentrator
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,27679826.20330517,0.0,0.0,1310.0343671210248,897435.6215805704,29105337.252775386,1309865.0320098174,15100000.0,302.0,-18800000.0,80800.0,13.233204460317456,0.7939922676190475,12.703876281904757,0.015879845352380965,0.5293281784126993,0.7781124222666665,0.96,0.98,9.73,0.00011,10.4,3.83e-05,1310.0343671210248,25.942349164224474,27679826.20330517,1.0515,0.014900000000000002,27679826.20330517,412429.4104292471,412429.4104292471,897435.6215805704,3203208.9887982905,41519.73930495776,1383991.3101652586,27679.82620330517,24911.843582974656,221438.60962644135,83039.47860991552,55359.65240661034,7.2361976303913265,4.067666940517224,0.2094848474366377,0.9316971614678937,2.0273486809695713,4.067666940517224,0.2094848474366377,0.9316971614678937,2.0273486809695713,2.0273486809695718,25.94234916422447,25.94234916422447,0.014027196727936503,943.3962264150942,56.60377358490567,1.0,27679826.20330517,1000.0,0.3020408163265306,60000.0,default,BrineConcentratorZO,brine_concentrator
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,6347084.768833779,0.0,0.0,1065.3122527900027,729789.3763360111,6673959.634428719,824360.9393916344,15100000.0,302.0,-18800000.0,80800.0,14.082633124999994,0.14082633124999994,13.519327799999992,0.002816526625000001,0.563305325000001,0.13800980462499993,0.96,0.98,9.73,0.00011,10.4,3.83e-05,1065.3122527900027,20.805070041480917,6347084.768833779,1.0515,0.014900000000000002,6347084.768833779,94571.56305562331,94571.56305562331,729789.3763360111,1258511.5912790606,9520.627153250669,317354.23844168894,6347.084768833779,5712.3762919504015,50776.67815067023,19041.254306501338,12694.169537667558,2.803806341353925,0.9198605087070459,0.04737281619841299,0.21069360826277278,1.625879408185693,0.9198605087070459,0.04737281619841299,0.21069360826277278,1.625879408185693,1.625879408185693,20.805070041480917,20.805070041480917,0.014223459456249993,990.09900990099,9.900990099009901,1.0,6347084.768833779,1000.0,0.3214285714285714,10000.0,default,BrineConcentratorZO,brine_concentrator
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,11976094.952980962,0.0,0.0,1147.516914073615,786103.4648419529,12592863.843059484,964547.2796413692,15100000.0,302.0,-18800000.0,80800.0,14.082633124999994,0.3168592453124999,13.519327799999992,0.006337184906250004,0.5633053250000006,0.3105220604062499,0.96,0.98,9.73,0.00011,10.4,3.83e-05,1147.516914073615,22.136523299318533,11976094.952980962,1.0515,0.014900000000000002,11976094.952980962,178443.81479941634,178443.81479941634,786103.4648419529,1783731.1444029154,17964.14242947144,598804.7476490481,11976.094952980962,10778.485457682866,95808.7596238477,35928.28485894288,23952.189905961925,3.925348733611731,1.7144347599148668,0.08829339013561595,0.39269045934509633,1.7299301242161518,1.7144347599148668,0.08829339013561595,0.39269045934509633,1.7299301242161518,1.7299301242161518,22.136523299318533,22.136523299318533,0.014399492370312494,977.9951100244498,22.004889975550128,1.0,11976094.952980962,1000.0,0.3214285714285714,22500.0,default,BrineConcentratorZO,brine_concentrator
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,17471017.01117899,0.0,0.0,1229.7216061197205,842417.5744216602,18370774.387254708,1102735.727888227,15100000.0,302.0,-18800000.0,80800.0,14.082633124999994,0.4928921593749998,13.519327799999992,0.009857843187500005,0.563305325000001,0.4830343161874998,0.96,0.98,9.73,0.00011,10.4,3.83e-05,1229.7216061197205,23.435816436711235,17471017.01117899,1.0515,0.014900000000000002,17471017.01117899,260318.15346656696,260318.15346656696,842417.5744216602,2297780.9653151343,26206.525516768485,873550.8505589495,17471.01701117899,15723.915310061091,139768.1360894319,52413.05103353697,34942.03402235798,4.995517045575378,2.4708528734523725,0.12724892298279722,0.5659476653975123,1.831467583742696,2.4708528734523725,0.12724892298279722,0.5659476653975123,1.831467583742696,1.8314675837426955,23.435816436711235,23.435816436711235,0.014575525284374993,966.183574879227,33.81642512077295,1.0,17471017.01117899,1000.0,0.3214285714285714,35000.0,default,BrineConcentratorZO,brine_concentrator
