fs.costing.land_cost_percent_FCI,fs.costing.working_capital_percent_FCI,fs.costing.salaries_percent_FCI,fs.costing.benefit_percent_of_salary,fs.costing.maintenance_costs_percent_FCI,fs.costing.laboratory_fees_percent_FCI,fs.costing.insurance_and_taxes_percent_FCI,fs.costing.utilization_factor,fs.costing.electricity_cost,fs.costing.electrical_carbon_intensity,fs.costing.plant_lifetime,fs.costing.wacc,fs.costing.capital_recovery_factor,fs.costing.TPEC,fs.costing.TIC,fs.costing.heat_cost,fs.costing.acetic_acid_cost,fs.costing.activated_carbon_cost,fs.costing.alum_cost,fs.costing.anhydrous_ammonia_cost,fs.costing.ammonia_cost,fs.costing.anthracite_cost,fs.costing.anti-scalant_cost,fs.costing.cationic_polymer_cost,fs.costing.caustic_soda_cost,fs.costing.chlorine_cost,fs.costing.ferric_chloride_cost,fs.costing.hydrochloric_acid_cost,fs.costing.hydrogen_peroxide_cost,fs.costing.ion_exchange_resin_cost,fs.costing.lime_cost,fs.costing.phosphoric_acid_cost,fs.costing.sand_cost,fs.costing.sodium_bisulfite_cost,fs.costing.sodium_chloride_cost,fs.costing.sulfuric_acid_cost,fs.costing.catalyst_ATHTL_cost,fs.costing.polymer_cost,fs.costing.magnesium_chloride_cost,fs.costing.catalyst_HTG_cost,fs.costing.hydrogen_product_cost,fs.costing.filtration_media_cost,fs.costing.filtration_media_disposal_cost,fs.costing.disinfection_solution_cost,fs.costing.struvite_product_cost,fs.costing.aggregate_capital_cost,fs.costing.aggregate_fixed_operating_cost,fs.costing.aggregate_variable_operating_cost,fs.costing.aggregate_flow_electricity,fs.costing.aggregate_flow_costs[electricity],fs.costing.total_capital_cost,fs.costing.total_operating_cost,fs.costing.decarbonator.capital_a_parameter[default],fs.costing.decarbonator.capital_b_parameter[default],fs.costing.decarbonator.reference_state[default],fs.unit.properties_in[0.0].flow_mass_comp[H2O],fs.unit.properties_in[0.0].flow_mass_comp[tds],fs.unit.properties_treated[0.0].flow_mass_comp[H2O],fs.unit.properties_treated[0.0].flow_mass_comp[tds],fs.unit.recovery_frac_mass_H2O[0.0],"fs.unit.removal_frac_mass_comp[0.0,tds]",fs.unit.electricity[0.0],fs.unit.energy_electric_flow_vol_inlet,fs.unit.costing.capital_cost,fs.costing.total_investment_factor,fs.costing.maintenance_labor_chemical_factor,fs.costing.aggregate_direct_capital_cost,fs.costing.maintenance_labor_chemical_operating_cost,fs.costing.total_fixed_operating_cost,fs.costing.total_variable_operating_cost,fs.costing.total_annualized_cost,fs.costing.land_cost,fs.costing.working_capital,fs.costing.salary_cost,fs.costing.benefits_cost,fs.costing.maintenance_cost,fs.costing.laboratory_cost,fs.costing.insurance_and_taxes_cost,fs.costing.LCOW,fs.costing.LCOW_component_direct_capex['fs.unit'],fs.costing.LCOW_component_indirect_capex['fs.unit'],fs.costing.LCOW_component_fixed_opex['fs.unit'],fs.costing.LCOW_component_variable_opex['fs.unit'],fs.costing.LCOW_aggregate_direct_capex[DecarbonatorZO],fs.costing.LCOW_aggregate_indirect_capex[DecarbonatorZO],fs.costing.LCOW_aggregate_fixed_opex[DecarbonatorZO],fs.costing.LCOW_aggregate_variable_opex[DecarbonatorZO],fs.costing.LCOW_aggregate_variable_opex[electricity],fs.costing.SEC,fs.costing.SEC_component['fs.unit'],fs.unit.costing.cost_factor,fs.unit.costing.direct_capital_cost,flow_mgd,subtype,unit_class,unit
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,191210.39654952477,0.0,0.0,0.0,0.0,201057.73197182533,2849.0349085879193,150000.0,1.0,1577.0,367.6610403634258,0.036766104036342576,367.6610403634258,0.03308949363275194,1,0.1,5.218206108982621e-17,0.0,191210.39654952576,1.0515,0.014900000000000002,191210.39654952576,2849.0349085879193,2849.0349085879193,0.0,15928.12890734076,286.81559482428713,9560.519827476239,191.21039654952477,172.08935689457232,1529.6831723961982,573.6311896485743,382.42079309904955,0.0013726814211323043,0.0010719471596929207,5.520527872418549e-05,0.00024552898271520523,3.080681762620316e-21,0.0010719471596929207,5.520527872418549e-05,0.00024552898271520523,3.080681762620316e-21,0.0,0.0,3.9421004733893745e-20,1.0,191210.39654952576,8.391666666666666,default,DecarbonatorZO,decarbonator
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,210103.5787309337,0.0,0.0,0.0,0.0,220923.91303557678,3130.543323090912,150000.0,1.0,1577.0,403.9890180358795,0.040398901803587954,403.9890180358795,0.03635901162322916,1,0.1,3.7694835252461893e-23,0.0,210103.5787309337,1.0515,0.014900000000000002,210103.5787309337,3130.5433230909125,3130.5433230909125,0.0,17501.9609096054,315.15536809640054,10505.178936546685,210.1035787309337,189.09322085784035,1680.8286298474695,630.3107361928011,420.2071574618674,0.001372681421132311,0.0010719471596929205,5.520527872418553e-05,0.00024552898271520523,2.0252820357820623e-27,0.0010719471596929205,5.520527872418553e-05,0.00024552898271520523,2.0252820357820623e-27,0.0,0.0,2.591590396929762e-26,1.0,210103.5787309337,9.220833333333333,default,DecarbonatorZO,decarbonator
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,228996.7609123416,0.0,0.0,0.0,0.0,240790.09409932722,3412.0517375938903,150000.0,1.0,1577.0,440.3169957083331,0.04403169957083332,440.3169957083331,0.03962852961374999,1,0.1,3.7694835252461893e-23,0.0,228996.7609123416,1.0515,0.014900000000000002,228996.7609123416,3412.0517375938903,3412.0517375938903,0.0,19075.79291186996,343.4951413685124,11449.83804561708,228.99676091234159,206.09708482110744,1831.9740872987327,686.9902827370248,457.99352182468317,0.0013726814211323115,0.0010719471596929205,5.5205278724185446e-05,0.00024552898271520523,1.858187871138352e-27,0.0010719471596929205,5.5205278724185446e-05,0.00024552898271520523,1.858187871138352e-27,0.0,0.0,2.3777734446125888e-26,1.0,228996.7609123416,10.049999999999999,default,DecarbonatorZO,decarbonator
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,247889.94309374958,0.0,0.0,0.0,0.0,260656.27516307772,3693.5601520968694,150000.0,1.0,1577.0,476.6449733807868,0.04766449733807868,476.6449733807867,0.042898047604270816,1,0.1,3.7694835252461893e-23,0.0,247889.94309374958,1.0515,0.014900000000000002,247889.94309374958,3693.560152096869,3693.560152096869,0.0,20649.624914134525,371.8349146406244,12394.49715468748,247.8899430937496,223.10094878437465,1983.1195447499967,743.6698292812488,495.7798861874992,0.0013726814211323115,0.0010719471596929207,5.520527872418549e-05,0.00024552898271520523,1.7165642072714302e-27,0.0010719471596929207,5.520527872418549e-05,0.00024552898271520523,1.7165642072714302e-27,0.0,0.0,2.1965490419017863e-26,1.0,247889.94309374958,10.879166666666665,default,DecarbonatorZO,decarbonator
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,266783.12527515757,0.0,0.0,0.0,0.0,280522.4562268282,3975.068566599848,150000.0,1.0,1577.0,512.9729510532405,0.05129729510532406,512.9729510532404,0.046167565594791654,1,0.1,3.7694835252461893e-23,0.0,266783.12527515757,1.0515,0.014900000000000002,266783.12527515757,3975.068566599848,3975.068566599848,0.0,22223.45691639909,400.1746879127364,13339.156263757879,266.78312527515754,240.10481274764183,2134.2650022012604,800.3493758254727,533.5662505503151,0.0013726814211323115,0.0010719471596929207,5.5205278724185405e-05,0.00024552898271520523,1.5949996957956242e-27,0.0010719471596929207,5.5205278724185405e-05,0.00024552898271520523,1.5949996957956242e-27,0.0,0.0,2.040992721852514e-26,1.0,266783.12527515757,11.708333333333332,default,DecarbonatorZO,decarbonator
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,285676.30745656556,0.0,0.0,0.0,0.0,300388.6372905787,4256.576981102827,150000.0,1.0,1577.0,549.3009287256942,0.05493009287256943,549.3009287256942,0.04943708358531249,1,0.1,3.7694835252461893e-23,0.0,285676.30745656556,1.0515,0.014900000000000002,285676.30745656556,4256.576981102828,4256.576981102828,0.0,23797.28891866365,428.51446118484836,14283.815372828278,285.67630745656555,257.10867671090904,2285.4104596525244,857.0289223696967,571.3526149131311,0.001372681421132311,0.0010719471596929205,5.520527872418543e-05,0.00024552898271520523,1.4895145048805925e-27,0.0010719471596929205,5.520527872418543e-05,0.00024552898271520523,1.4895145048805925e-27,0.0,0.0,1.9060118140264417e-26,1.0,285676.30745656556,12.5375,default,DecarbonatorZO,decarbonator
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,304569.4896379735,0.0,0.0,9.860761290552526e-32,6.75508876724537e-29,320254.81835432915,4538.085395605805,150000.0,1.0,1577.0,585.6289063981479,0.0585628906398148,585.6289063981479,0.052706601575833324,1,0.1,3.7694835252461893e-23,0.0,304569.4896379735,1.0515,0.014900000000000002,304569.4896379735,4538.085395605805,4538.085395605805,6.75508876724537e-29,25371.120920928213,456.8542344569602,15228.474481898675,304.5694896379735,274.11254067417616,2436.555917103788,913.7084689139205,609.138979275947,0.0013726814211323117,0.001071947159692921,5.520527872418548e-05,0.00024552898271520523,1.397116317077838e-27,0.001071947159692921,5.520527872418548e-05,0.00024552898271520523,1.397116317077838e-27,3.654779336630921e-36,4.676726927098096e-35,1.7877772906501134e-26,1.0,304569.4896379735,13.366666666666665,default,DecarbonatorZO,decarbonator
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,323462.6718193814,0.0,0.0,0.0,0.0,340120.99941807956,4819.593810108783,150000.0,1.0,1577.0,621.9568840706015,0.062195688407060155,621.9568840706015,0.05597611956635414,1,0.1,3.7694835252461893e-23,0.0,323462.6718193814,1.0515,0.014900000000000002,323462.6718193814,4819.593810108784,4819.593810108784,0.0,26944.952923192774,485.19400772907215,16173.133590969072,323.4626718193814,291.1164046374433,2587.701374555051,970.3880154581443,646.9253436387628,0.0013726814211323117,0.0010719471596929207,5.52052787241857e-05,0.0002455289827152053,1.315511929904815e-27,0.0010719471596929207,5.52052787241857e-05,0.0002455289827152053,1.315511929904815e-27,0.0,0.0,1.6833547250970252e-26,1.0,323462.6718193814,14.195833333333331,default,DecarbonatorZO,decarbonator
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,342355.85400078935,0.0,0.0,0.0,0.0,359987.18048183003,5101.102224611762,150000.0,1.0,1577.0,658.2848617430552,0.06582848617430553,658.2848617430552,0.05924563755687499,1,0.1,3.7694835252461893e-23,0.0,342355.85400078935,1.0515,0.014900000000000002,342355.85400078935,5101.102224611762,5101.102224611762,0.0,28518.78492545733,513.533781001184,17117.792700039467,342.35585400078935,308.12026860071046,2738.846832006315,1027.067562002368,684.7117080015787,0.0013726814211323113,0.0010719471596929205,5.520527872418553e-05,0.0002455289827152052,1.2429143497464516e-27,0.0010719471596929205,5.520527872418553e-05,0.0002455289827152052,1.2429143497464516e-27,0.0,0.0,1.590457445481299e-26,1.0,342355.85400078935,15.024999999999999,default,DecarbonatorZO,decarbonator
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,361249.0361821974,0.0,0.0,0.0,0.0,379853.3615455806,5382.610639114742,150000.0,1.0,1577.0,694.612839415509,0.0694612839415509,694.612839415509,0.06251515554739581,1,0.1,3.7694835252461893e-23,0.0,361249.0361821974,1.0515,0.014900000000000002,361249.0361821974,5382.610639114741,5382.610639114741,0.0,30092.6169277219,541.8735542732961,18062.45180910987,361.2490361821974,325.1241325639777,2889.9922894575793,1083.7471085465922,722.4980723643948,0.0013726814211323115,0.0010719471596929207,5.520527872418555e-05,0.00024552898271520523,1.1779104192340878e-27,0.0010719471596929207,5.520527872418555e-05,0.00024552898271520523,1.1779104192340878e-27,0.0,0.0,1.5072771480697932e-26,1.0,361249.0361821974,15.854166666666666,default,DecarbonatorZO,decarbonator
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,380142.21836360527,0.0,0.0,4.468759324086008e-36,3.0613119032278035e-33,399719.54260933097,5664.119053617719,150000.0,1.0,1577.0,730.9408170879626,0.07309408170879628,730.9408170879626,0.06578467353791666,1,0.1,3.7694835252461893e-23,0.0,380142.21836360527,1.0515,0.014900000000000002,380142.21836360527,5664.119053617719,5664.119053617719,3.0613119032278035e-33,31666.448929986458,570.2133275454079,19007.110918180264,380.14221836360525,342.12799652724476,3041.137746908842,1140.4266550908158,760.2844367272105,0.0013726814211323115,0.0010719471596929207,5.520527872418558e-05,0.00024552898271520523,1.1193679183780482e-27,0.0010719471596929207,5.520527872418558e-05,0.00024552898271520523,1.1193679183780482e-27,1.3270215372563405e-40,1.698082643163571e-39,1.4323650220793116e-26,1.0,380142.21836360527,16.683333333333334,default,DecarbonatorZO,decarbonator
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,399035.40054501325,0.0,0.0,0.0,0.0,419585.7236730815,5945.627468120699,150000.0,1.0,1577.0,767.2687947604164,0.07672687947604165,767.2687947604164,0.06905419152843749,1,0.1,3.7694835252461893e-23,0.0,399035.40054501325,1.0515,0.014900000000000002,399035.40054501325,5945.627468120698,5945.627468120698,0.0,33240.28093225102,598.5531008175199,19951.770027250663,399.03540054501326,359.13186049051194,3192.283204360106,1197.1062016350397,798.0708010900265,0.0013726814211323113,0.0010719471596929205,5.520527872418543e-05,0.0002455289827152052,1.0663690566704028e-27,0.0010719471596929205,5.520527872418543e-05,0.0002455289827152052,1.0663690566704028e-27,0.0,0.0,1.3645466448740336e-26,1.0,399035.40054501325,17.5125,default,DecarbonatorZO,decarbonator
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,417928.5827264213,0.0,0.0,0.0,0.0,439451.904736832,6227.135882623678,150000.0,1.0,1577.0,803.5967724328701,0.08035967724328703,803.5967724328701,0.07232370951895833,1,0.1,3.7694835252461893e-23,0.0,417928.5827264213,1.0515,0.014900000000000002,417928.5827264213,6227.135882623678,6227.135882623678,0.0,34814.112934515586,626.892874089632,20896.429136321065,417.9285827264213,376.13572445377923,3343.4286618113706,1253.785748179264,835.8571654528427,0.0013726814211323113,0.0010719471596929207,5.520527872418545e-05,0.00024552898271520523,1.018162004812745e-27,0.0010719471596929207,5.520527872418545e-05,0.00024552898271520523,1.018162004812745e-27,0.0,0.0,1.3028599610189826e-26,1.0,417928.5827264213,18.34166666666667,default,DecarbonatorZO,decarbonator
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,436821.7649078293,0.0,0.0,0.0,0.0,459318.08580058254,6508.644297126657,150000.0,1.0,1577.0,839.9247501053239,0.08399247501053239,839.9247501053239,0.07559322750947915,1,0.1,3.7694835252461893e-23,0.0,436821.7649078293,1.0515,0.014900000000000002,436821.7649078293,6508.644297126657,6508.644297126657,0.0,36387.94493678016,655.232647361744,21841.088245391467,436.8217649078293,393.1395884170464,3494.574119262634,1310.465294723488,873.6435298156586,0.0013726814211323117,0.0010719471596929207,5.5205278724185616e-05,0.00024552898271520523,9.741250043872427e-28,0.0010719471596929207,5.5205278724185616e-05,0.00024552898271520523,9.741250043872427e-28,0.0,0.0,1.2465093563150539e-26,1.0,436821.7649078293,19.170833333333334,default,DecarbonatorZO,decarbonator
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,455714.9470892372,0.0,0.0,0.0,0.0,479184.266864333,6790.152711629636,150000.0,1.0,1577.0,876.2527277777775,0.08762527277777776,876.2527277777776,0.07886274549999998,1,0.1,3.7694835252461893e-23,0.0,455714.9470892372,1.0515,0.014900000000000002,455714.9470892372,6790.152711629636,6790.152711629636,0.0,37961.77693904472,683.5724206338558,22785.747354461862,455.7149470892372,410.14345238031353,3645.719576713898,1367.1448412677116,911.4298941784745,0.0013726814211323117,0.0010719471596929207,5.520527872418563e-05,0.00024552898271520523,9.337394052470214e-28,0.0010719471596929207,5.520527872418563e-05,0.00024552898271520523,9.337394052470214e-28,0.0,0.0,1.1948311559178255e-26,1.0,455714.9470892372,20.0,default,DecarbonatorZO,decarbonator
