fs.costing.land_cost_percent_FCI,fs.costing.working_capital_percent_FCI,fs.costing.salaries_percent_FCI,fs.costing.benefit_percent_of_salary,fs.costing.maintenance_costs_percent_FCI,fs.costing.laboratory_fees_percent_FCI,fs.costing.insurance_and_taxes_percent_FCI,fs.costing.utilization_factor,fs.costing.electricity_cost,fs.costing.electrical_carbon_intensity,fs.costing.plant_lifetime,fs.costing.wacc,fs.costing.capital_recovery_factor,fs.costing.TPEC,fs.costing.TIC,fs.costing.heat_cost,fs.costing.acetic_acid_cost,fs.costing.activated_carbon_cost,fs.costing.alum_cost,fs.costing.anhydrous_ammonia_cost,fs.costing.ammonia_cost,fs.costing.anthracite_cost,fs.costing.anti-scalant_cost,fs.costing.cationic_polymer_cost,fs.costing.caustic_soda_cost,fs.costing.chlorine_cost,fs.costing.ferric_chloride_cost,fs.costing.hydrochloric_acid_cost,fs.costing.hydrogen_peroxide_cost,fs.costing.ion_exchange_resin_cost,fs.costing.lime_cost,fs.costing.phosphoric_acid_cost,fs.costing.sand_cost,fs.costing.sodium_bisulfite_cost,fs.costing.sodium_chloride_cost,fs.costing.sulfuric_acid_cost,fs.costing.catalyst_ATHTL_cost,fs.costing.polymer_cost,fs.costing.magnesium_chloride_cost,fs.costing.catalyst_HTG_cost,fs.costing.hydrogen_product_cost,fs.costing.filtration_media_cost,fs.costing.filtration_media_disposal_cost,fs.costing.disinfection_solution_cost,fs.costing.struvite_product_cost,fs.costing.aggregate_capital_cost,fs.costing.aggregate_fixed_operating_cost,fs.costing.aggregate_variable_operating_cost,fs.costing.aggregate_flow_electricity,fs.costing.aggregate_flow_costs[electricity],fs.costing.total_capital_cost,fs.costing.total_operating_cost,fs.costing.electrodialysis_reversal.capital_a_parameter[default],fs.costing.electrodialysis_reversal.capital_b_parameter[default],fs.costing.electrodialysis_reversal.reference_state[default],fs.unit.properties_in[0.0].flow_mass_comp[H2O],fs.unit.properties_in[0.0].flow_mass_comp[tds],fs.unit.properties_treated[0.0].flow_mass_comp[H2O],fs.unit.properties_treated[0.0].flow_mass_comp[tds],fs.unit.properties_byproduct[0.0].flow_mass_comp[H2O],fs.unit.properties_byproduct[0.0].flow_mass_comp[tds],fs.unit.recovery_frac_mass_H2O[0.0],"fs.unit.removal_frac_mass_comp[0.0,tds]",fs.unit.elec_coeff_1,fs.unit.elec_coeff_2,fs.unit.electricity[0.0],fs.unit.electricity_intensity[0.0],fs.unit.costing.capital_cost,fs.costing.total_investment_factor,fs.costing.maintenance_labor_chemical_factor,fs.costing.aggregate_direct_capital_cost,fs.costing.maintenance_labor_chemical_operating_cost,fs.costing.total_fixed_operating_cost,fs.costing.total_variable_operating_cost,fs.costing.total_annualized_cost,fs.costing.land_cost,fs.costing.working_capital,fs.costing.salary_cost,fs.costing.benefits_cost,fs.costing.maintenance_cost,fs.costing.laboratory_cost,fs.costing.insurance_and_taxes_cost,fs.costing.LCOW,fs.costing.LCOW_component_direct_capex['fs.unit'],fs.costing.LCOW_component_indirect_capex['fs.unit'],fs.costing.LCOW_component_fixed_opex['fs.unit'],fs.costing.LCOW_component_variable_opex['fs.unit'],fs.costing.LCOW_aggregate_direct_capex[ElectrodialysisReversalZO],fs.costing.LCOW_aggregate_indirect_capex[ElectrodialysisReversalZO],fs.costing.LCOW_aggregate_fixed_opex[ElectrodialysisReversalZO],fs.costing.LCOW_aggregate_variable_opex[ElectrodialysisReversalZO],fs.costing.LCOW_aggregate_variable_opex[electricity],fs.costing.SEC,fs.costing.SEC_component['fs.unit'],fs.unit.costing.cost_factor,fs.unit.costing.direct_capital_cost,flow_mgd,subtype,unit_class,unit,validity_range_units,validity_range_lb,validity_range_ub
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,63869236.519880794,0.0,0.0,403.5797680578037,276471.2660174338,67158502.20065466,1228122.890163658,31000000.0,1.0,946.352946,367.6610403634258,0.036766104036342576,338.76288259086056,0.007033502766568479,28.898157772565252,0.02973260126977409,0.9214,0.808696,0.2534,0.0005149,403.5797680578037,0.3048848515148485,63869236.519880794,1.0515,0.014900000000000002,63869236.519880794,951651.624146224,951651.624146224,276471.2660174338,5596879.836158155,95803.8547798212,3193461.82599404,63869.2365198808,57482.31286789272,510953.8921590464,191607.7095596424,127738.4730397616,0.48233744290351593,0.3580581804897229,0.018439996295220727,0.08201305448086034,0.023826211637711942,0.3580581804897229,0.018439996295220727,0.08201305448086034,0.023826211637711942,0.02382621163771194,0.3048848515148485,0.3048848515148485,1.0,63869236.519880794,8.391666666666666,default,ElectrodialysisReversalZO,electrodialysis_reversal,mg/L,0,20000
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,70180049.86022651,0.0,0.0,443.4568156464348,303788.93331508496,73794322.42802818,1349471.6762324602,31000000.0,1.0,946.352946,403.9890180358795,0.040398901803587954,372.2354812182594,0.007728471510633591,31.753536817620105,0.03267043029295436,0.9214,0.808696,0.2534,0.0005149,443.4568156464348,0.30488485151484856,70180049.86022651,1.0515,0.014900000000000002,70180049.86022651,1045682.7429173752,1045682.7429173752,303788.93331508496,6149898.250952332,105270.07479033977,3509002.4930113256,70180.04986022651,63162.044874203864,561440.3988818121,210540.14958067954,140360.09972045303,0.4823374429035159,0.3580581804897229,0.018439996295220723,0.08201305448086034,0.023826211637711942,0.3580581804897229,0.018439996295220723,0.08201305448086034,0.023826211637711942,0.023826211637711942,0.30488485151484856,0.30488485151484856,1.0,70180049.86022651,9.220833333333333,default,ElectrodialysisReversalZO,electrodialysis_reversal,mg/L,0,20000
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,76490863.20057221,0.0,0.0,483.3338632350658,331106.6006127361,80430142.65540168,1470820.4623012622,31000000.0,1.0,946.352946,440.3169957083331,0.04403169957083332,405.7080798456581,0.008423440254698699,34.60891586267496,0.03560825931613462,0.9214,0.808696,0.2534,0.0005149,483.3338632350658,0.30488485151484856,76490863.20057221,1.0515,0.014900000000000002,76490863.20057221,1139713.861688526,1139713.861688526,331106.6006127361,6702916.665746508,114736.29480085832,3824543.1600286104,76490.8632005722,68841.776880515,611926.9056045776,229472.58960171664,152981.7264011444,0.48233744290351593,0.3580581804897228,0.01843999629522076,0.08201305448086034,0.02382621163771195,0.3580581804897228,0.01843999629522076,0.08201305448086034,0.02382621163771195,0.02382621163771195,0.30488485151484856,0.30488485151484856,1.0,76490863.20057221,10.049999999999999,default,ElectrodialysisReversalZO,electrodialysis_reversal,mg/L,0,20000
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,82801676.54091793,0.0,0.0,523.210910823697,358424.26791038725,87065962.88277522,1592169.2483700644,31000000.0,1.0,946.352946,476.6449733807868,0.04766449733807868,439.1806784730569,0.009118408998763804,37.46429490772981,0.038546088339314874,0.9214,0.808696,0.2534,0.0005149,523.210910823697,0.30488485151484856,82801676.54091793,1.0515,0.014900000000000002,82801676.54091793,1233744.9804596773,1233744.9804596773,358424.26791038725,7255935.080540686,124202.5148113769,4140083.827045897,82801.67654091794,74521.50888682615,662413.4123273435,248405.0296227538,165603.35308183587,0.48233744290351593,0.3580581804897229,0.01843999629522079,0.08201305448086033,0.023826211637711953,0.3580581804897229,0.01843999629522079,0.08201305448086033,0.023826211637711953,0.023826211637711953,0.30488485151484856,0.30488485151484856,1.0,82801676.54091793,10.879166666666665,default,ElectrodialysisReversalZO,electrodialysis_reversal,mg/L,0,20000
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,89112489.88126366,0.0,0.0,563.087958412328,385741.9352080383,93701783.11014874,1713518.0344388671,31000000.0,1.0,946.352946,512.9729510532405,0.05129729510532406,472.65327710045585,0.009813377742828913,40.319673952784676,0.04148391736249514,0.9214,0.808696,0.2534,0.0005149,563.087958412328,0.30488485151484856,89112489.88126366,1.0515,0.014900000000000002,89112489.88126366,1327776.0992308287,1327776.0992308287,385741.9352080383,7808953.495334864,133668.7348218955,4455624.494063183,89112.48988126367,80201.2408931373,712899.9190501093,267337.469643791,178224.97976252733,0.48233744290351593,0.3580581804897229,0.018439996295220754,0.08201305448086034,0.023826211637711953,0.3580581804897229,0.018439996295220754,0.08201305448086034,0.023826211637711953,0.02382621163771195,0.30488485151484856,0.30488485151484856,1.0,89112489.88126366,11.708333333333332,default,ElectrodialysisReversalZO,electrodialysis_reversal,mg/L,0,20000
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,95423303.2216094,0.0,0.0,602.9650060009591,413059.6025056895,100337603.3375223,1834866.8205076696,31000000.0,1.0,946.352946,549.3009287256942,0.05493009287256943,506.12587572785463,0.010508346486894027,43.17505299783954,0.044421746385675406,0.9214,0.808696,0.2534,0.0005149,602.9650060009591,0.30488485151484856,95423303.2216094,1.0515,0.014900000000000002,95423303.2216094,1421807.21800198,1421807.21800198,413059.6025056895,8361971.910129043,143134.9548324141,4771165.16108047,95423.3032216094,85880.97289944846,763386.4257728752,286269.9096648282,190846.6064432188,0.482337442903516,0.3580581804897229,0.018439996295220775,0.08201305448086033,0.023826211637711942,0.3580581804897229,0.018439996295220775,0.08201305448086033,0.023826211637711942,0.023826211637711946,0.30488485151484856,0.30488485151484856,1.0,95423303.2216094,12.5375,default,ElectrodialysisReversalZO,electrodialysis_reversal,mg/L,0,20000
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,101734116.5619551,0.0,0.0,642.84205358959,440377.26980334055,106973423.5648958,1956215.6065764716,31000000.0,1.0,946.352946,585.6289063981479,0.0585628906398148,539.5984743552535,0.011203315230959146,46.030432042894404,0.04735957540885567,0.9214,0.808696,0.2534,0.0005149,642.8420535895901,0.30488485151484856,101734116.5619551,1.0515,0.014900000000000002,101734116.5619551,1515838.336773131,1515838.336773131,440377.26980334055,8914990.324923217,152601.17484293264,5086705.828097755,101734.1165619551,91560.70490575959,813872.9324956408,305202.3496858653,203468.2331239102,0.48233744290351593,0.3580581804897229,0.018439996295220803,0.08201305448086034,0.02382621163771195,0.3580581804897229,0.018439996295220803,0.08201305448086034,0.02382621163771195,0.02382621163771195,0.30488485151484856,0.30488485151484856,1.0,101734116.5619551,13.366666666666665,default,ElectrodialysisReversalZO,electrodialysis_reversal,mg/L,0,20000
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,108044929.90230083,0.0,0.0,682.7191011782211,467694.9371009916,113609243.79226933,2077564.3926452743,31000000.0,1.0,946.352946,621.9568840706015,0.062195688407060155,573.0710729826523,0.011898283975024234,48.88581108794926,0.05029740443203591,0.9214,0.808696,0.2534,0.0005149,682.7191011782211,0.30488485151484856,108044929.90230083,1.0515,0.014900000000000002,108044929.90230083,1609869.4555442827,1609869.4555442827,467694.9371009916,9468008.739717398,162067.39485345126,5402246.495115042,108044.92990230084,97240.43691207076,864359.4392184067,324134.7897069025,216089.85980460167,0.48233744290351616,0.358058180489723,0.018439996295220775,0.08201305448086037,0.02382621163771195,0.358058180489723,0.018439996295220775,0.08201305448086037,0.02382621163771195,0.02382621163771195,0.30488485151484856,0.30488485151484856,1.0,108044929.90230083,14.195833333333331,default,ElectrodialysisReversalZO,electrodialysis_reversal,mg/L,0,20000
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,114355743.24264652,0.0,0.0,722.5961487668521,495012.6043986428,120245064.01964283,2198913.178714076,31000000.0,1.0,946.352946,658.2848617430552,0.06582848617430553,606.5436716100511,0.012593252719089348,51.74119013300411,0.053235233455216184,0.9214,0.808696,0.2534,0.0005149,722.5961487668521,0.30488485151484856,114355743.24264652,1.0515,0.014900000000000002,114355743.24264652,1703900.5743154334,1703900.5743154334,495012.6043986428,10021027.15451157,171533.61486396976,5717787.1621323265,114355.74324264652,102920.16891838187,914845.9459411722,343067.2297279395,228711.48648529305,0.4823374429035159,0.3580581804897228,0.018439996295220747,0.08201305448086033,0.023826211637711946,0.3580581804897228,0.018439996295220747,0.08201305448086033,0.023826211637711946,0.02382621163771195,0.30488485151484856,0.30488485151484856,1.0,114355743.24264652,15.024999999999999,default,ElectrodialysisReversalZO,electrodialysis_reversal,mg/L,0,20000
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,120666556.58299227,0.0,0.0,762.4731963554833,522330.27169629396,126880884.24701639,2320261.964782879,31000000.0,1.0,946.352946,694.612839415509,0.0694612839415509,640.01627023745,0.013288221463154452,54.59656917805897,0.056173062478396436,0.9214,0.808696,0.2534,0.0005149,762.4731963554833,0.30488485151484856,120666556.58299227,1.0515,0.014900000000000002,120666556.58299227,1797931.693086585,1797931.693086585,522330.27169629396,10574045.569305751,180999.8348744884,6033327.829149614,120666.55658299227,108599.90092469305,965332.4526639382,361999.6697489768,241333.11316598454,0.482337442903516,0.3580581804897229,0.018439996295220765,0.08201305448086034,0.02382621163771195,0.3580581804897229,0.018439996295220765,0.08201305448086034,0.02382621163771195,0.02382621163771195,0.30488485151484856,0.30488485151484856,1.0,120666556.58299227,15.854166666666666,default,ElectrodialysisReversalZO,electrodialysis_reversal,mg/L,0,20000
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,126977369.92333798,0.0,0.0,802.3502439441143,549647.9389939449,133516704.4743899,2441610.750851681,31000000.0,1.0,946.352946,730.9408170879626,0.07309408170879628,673.4888688648488,0.013983190207219562,57.451948223113824,0.05911089150157671,0.9214,0.808696,0.2534,0.0005149,802.3502439441143,0.30488485151484856,126977369.92333798,1.0515,0.014900000000000002,126977369.92333798,1891962.8118577362,1891962.8118577362,549647.9389939449,11127063.984099928,190466.05488500698,6348868.4961669,126977.36992333799,114279.63293100419,1015818.9593867039,380932.10977001395,253954.73984667598,0.48233744290351604,0.35805818048972293,0.01843999629522079,0.08201305448086035,0.023826211637711953,0.35805818048972293,0.01843999629522079,0.08201305448086035,0.023826211637711953,0.023826211637711946,0.30488485151484856,0.30488485151484856,1.0,126977369.92333798,16.683333333333334,default,ElectrodialysisReversalZO,electrodialysis_reversal,mg/L,0,20000
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,133288183.2636837,0.0,0.0,842.2272915327454,576965.6062915962,140152524.70176342,2562959.5369204837,31000000.0,1.0,946.352946,767.2687947604164,0.07672687947604165,706.9614674922477,0.01467815895128467,60.307327268168684,0.06204872052475696,0.9214,0.808696,0.2534,0.0005149,842.2272915327454,0.30488485151484856,133288183.2636837,1.0515,0.014900000000000002,133288183.2636837,1985993.9306288874,1985993.9306288874,576965.6062915962,11680082.398894105,199932.27489552557,6664409.1631841855,133288.18326368372,119959.36493731535,1066305.4661094698,399864.54979105113,266576.36652736744,0.48233744290351593,0.3580581804897228,0.01843999629522076,0.08201305448086034,0.02382621163771195,0.3580581804897228,0.01843999629522076,0.08201305448086034,0.02382621163771195,0.02382621163771195,0.30488485151484856,0.30488485151484856,1.0,133288183.2636837,17.5125,default,ElectrodialysisReversalZO,electrodialysis_reversal,mg/L,0,20000
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,139598996.60402945,0.0,0.0,882.1043391213767,604283.2735892474,146788344.929137,2684308.3229892864,31000000.0,1.0,946.352946,803.5967724328701,0.08035967724328703,740.4340661196466,0.015373127695349785,63.16270631322351,0.06498654954793724,0.9214,0.808696,0.2534,0.0005149,882.1043391213767,0.30488485151484856,139598996.60402945,1.0515,0.014900000000000002,139598996.60402945,2080025.049400039,2080025.049400039,604283.2735892474,12233100.813688286,209398.4949060442,6979949.830201473,139598.99660402944,125639.09694362651,1116791.9728322355,418796.9898120884,279197.9932080589,0.482337442903516,0.3580581804897229,0.018439996295220813,0.08201305448086034,0.023826211637711953,0.3580581804897229,0.018439996295220813,0.08201305448086034,0.023826211637711953,0.02382621163771195,0.30488485151484856,0.30488485151484856,1.0,139598996.60402945,18.34166666666667,default,ElectrodialysisReversalZO,electrodialysis_reversal,mg/L,0,20000
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,145909809.94437516,0.0,0.0,921.9813867100077,631600.9408868984,153424165.1565105,2805657.1090580886,31000000.0,1.0,946.352946,839.9247501053239,0.08399247501053239,773.9066647470455,0.01606809643941489,66.01808535827843,0.06792437857111751,0.9214,0.808696,0.2534,0.0005149,921.9813867100077,0.30488485151484856,145909809.94437516,1.0515,0.014900000000000002,145909809.94437516,2174056.16817119,2174056.16817119,631600.9408868984,12786119.228482462,218864.71491656275,7295490.497218758,145909.80994437516,131318.82894993766,1167278.4795550012,437729.4298331255,291819.6198887503,0.482337442903516,0.3580581804897229,0.018439996295220792,0.08201305448086034,0.02382621163771195,0.3580581804897229,0.018439996295220792,0.08201305448086034,0.02382621163771195,0.02382621163771195,0.30488485151484856,0.30488485151484856,1.0,145909809.94437516,19.170833333333334,default,ElectrodialysisReversalZO,electrodialysis_reversal,mg/L,0,20000
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,152220623.28472087,0.0,0.0,961.8584342986388,658918.6081845496,160059985.383884,2927005.895126891,31000000.0,1.0,946.352946,876.2527277777775,0.08762527277777776,807.3792633744441,0.016763065183479992,68.87346440333341,0.07086220759429777,0.9214,0.808696,0.2534,0.0005149,961.8584342986388,0.30488485151484856,152220623.28472087,1.0515,0.014900000000000002,152220623.28472087,2268087.2869423414,2268087.2869423414,658918.6081845496,13339137.643276637,228330.9349270813,7611031.164236044,152220.62328472087,136998.56095624878,1217764.986277767,456661.8698541626,304441.24656944175,0.4823374429035159,0.3580581804897228,0.01843999629522077,0.08201305448086034,0.02382621163771195,0.3580581804897228,0.01843999629522077,0.08201305448086034,0.02382621163771195,0.02382621163771195,0.30488485151484856,0.30488485151484856,1.0,152220623.28472087,20.0,default,ElectrodialysisReversalZO,electrodialysis_reversal,mg/L,0,20000
